team_code,rating,matches_played,wins,losses,model,pool_key,team_name,rank
G18NEVBC1NE,34.93649387254547,11,7,4,massey,G18,Northeast 18.1,1
G18CMJVB1NE,30.68227110942633,10,7,3,massey,G18,CMASS EDGE 18 Black,2
G18SJJVB1NE,29.837410767840584,11,7,4,massey,G18,SMASH 18s,3
G18VOLFX1WE,29.284072660719307,13,12,1,massey,G18,VolleyFX 18 Magic,4
G18USANY1XL,29.07755068606285,22,22,0,massey,G18,USANY Fortitude 18 - 1,5
G18HKJVB1NE,28.4980463357686,10,7,3,massey,G18,Husky 18 National,6
G18SJJVB2NE,26.4048642327266,5,3,2,massey,G18,SMASH 18s Attack,7
G18SOSVB1GE,25.333507497810917,5,3,2,massey,G18,Sideout 18N Elvis,8
G18ESVBC1OV,25.0746023005762,9,8,1,massey,G18,ESO 18 Elite,9
G18NXTLV1PU,25.044860544392385,9,8,1,massey,G18,Next Level 18 1,10
G18RRJVB1NE,23.449390449621774,17,11,6,massey,G18,Boston United 18 National,11
G18WHIRL1XL,23.276352282298895,8,6,2,massey,G18,Whirlwind VBC 18 1,12
G18CADOV1WE,23.0039665466885,5,5,0,massey,G18,CADO 18 1,13
G18COQUI2PU,22.993966459755402,7,5,2,massey,G18,BORINQUEN COQUI CPT 2026,14
G18VOLFX2WE,22.159865352513748,8,7,1,massey,G18,VolleyFX 18 Mystery,15
G18NYCJR1GE,21.88319619856318,12,7,5,massey,G18,NYC Juniors 18 National,16
G18PARAD1WE,20.97837251378098,4,3,1,massey,G18,Paradigm Revolution,17
G18APXTC1OV,19.687618770129994,7,5,2,massey,G18,Apex VBTC 18 Apex Red,18
G18DSTJN1GE,19.583952839630147,7,5,2,massey,G18,Downstate (N) 18 Cobras,19
G18XTREM2GE,18.380987652984828,8,6,2,massey,G18,Xtreme 18 National Deb,20
G18LEGIO1XL,16.858952420075745,18,7,11,massey,G18,TeamLVC 18 Black,21
G18SSVBC1NE,16.528060408550694,16,13,3,massey,G18,SSVBC 18 1,22
G18SPAVB1XL,15.696432684078891,17,10,7,massey,G18,Spa City 18 Aqua,23
G18MNJVB1NE,15.631717270960388,18,14,4,massey,G18,Maine Jrs 18 National,24
G18LFJVB1NE,14.747566306277427,18,9,9,massey,G18,603 United 18 Seacoast Black,25
G18TCJVB1NE,13.430811628639361,11,7,4,massey,G18,Nova 18 Premier Matt,26
G18LCVBC1GE,12.288978386771474,8,3,5,massey,G18,Legacy 18 National Odaly,27
G18MCJVB1NE,11.862411215148223,22,6,16,massey,G18,Mill City 18’s,28
G18PRINC1GE,11.690029044973748,5,3,2,massey,G18,Princeton 18 Black,29
G18DIGSV1GE,11.426615249276919,8,5,3,massey,G18,Digs 18 RED,30
G18ALLIN1FL,11.089547722459365,8,4,4,massey,G18,AVA 18 Coral,31
G18NEVBC2NE,10.880283580918546,9,4,5,massey,G18,Northeast 18.2,32
G18FCVBC1NE,10.689620795253408,13,9,4,massey,G18,FCA Volleyball 18 1,33
G18BEVNY1GE,10.296264367583756,8,4,4,massey,G18,BEV 18 Empire,34
G18LDNER1NE,9.80044664678346,20,9,11,massey,G18,Lockdown VBC 18 Eagles,35
G18RENAS1KE,9.791426430039616,7,5,2,massey,G18,Renaissance 18 Black,36
G18MGJVB2NE,9.775484900254558,13,10,3,massey,G18,MGA 18's Black,37
G18FVNER1NE,9.543051152347578,5,3,2,massey,G18,Fusion 18 Premier,38
G18CMJVB2NE,9.220125262211914,13,9,4,massey,G18,CMASS EDGE 18 Blue,39
G18PIEDR15PU,8.595153729377392,8,6,2,massey,G18,LPV-18U,40
G18DDVBC1NE,8.571354284096916,33,19,14,massey,G18,Dig Deep 18 Ginger,41
G18SSVBC2NE,8.20991408867855,15,8,7,massey,G18,SSVBC 18 2,42
G18SJVBC1NE,7.775047284174848,17,14,3,massey,G18,South County 18-Blue,43
G18USANY2XL,7.609258851732072,19,11,8,massey,G18,USANY Patience 18 - 2,44
G18MCJVB3NE,7.080907881266111,28,16,12,massey,G18,Mill City 18 Orange,45
G18LFJVB2NE,6.641231249017782,25,19,6,massey,G18,603 United 18 Seacoast White,46
G18NEVBC3NE,6.376303409847708,14,12,2,massey,G18,Northeast 18 Blue,47
G18TUSVA1GE,6.339053098180569,7,3,4,massey,G18,Train Up VB 18 1,48
G18HHVBC1NE,6.158097684821552,4,3,1,massey,G18,Hawks 18 Lathrop,49
G18USANY3XL,5.957545561822911,11,9,2,massey,G18,USANY Five Rivers 18 - 3,50
G18SPAVB2XL,5.073696002331314,15,10,5,massey,G18,Spa City 18 Coral,51
G18HRJVB1NE,4.241680015662299,5,4,1,massey,G18,HardRock 18,52
G18HKJVB2NE,4.174122053825764,11,7,4,massey,G18,Husky 18 Northeast,53
G18WAREN1GE,3.5554309137813203,5,4,1,massey,G18,Warren Sixpack 18 Red,54
G18NYCIV1GE,3.374290401901013,7,3,4,massey,G18,NYC Impact 18U Black,55
G18NETHG1XL,3.354112612958808,12,6,6,massey,G18,NET 18 Force,56
G18LCVBC2GE,3.098787656385398,8,4,4,massey,G18,Legacy 18 National Marcus,57
G18GAJVB1NE,3.0072177621641707,10,4,6,massey,G18,Gators 18 Black,58
G18SIVBC1NE,2.7514194900063345,35,17,18,massey,G18,SISU VB 18 1,59
