team_code,rating,matches_played,wins,losses,model,pool_key,team_name,rank
G12LIBER1CH,36.48647571525474,8,8,0,massey,G12,Libero 12 Huskies,1
G12GGVOL1GE,27.745858871036944,7,6,1,massey,G12,GG 12 1,2
G12NYCJR1GE,25.432586220716733,6,4,2,massey,G12,NYC Juniors 12 Blue,3
G12118021XX,24.676200784263763,9,6,3,massey,G12,NYCLBVC 12U BLUE,4
G12ROCKA1GE,23.62058091150569,7,5,2,massey,G12,RVT 12-1 Surf,5
G12NYCJR2GE,20.95382429348474,8,6,2,massey,G12,NYC Juniors 12 Orange,6
G12HKJVB1NE,20.521413570990457,3,3,0,massey,G12,Husky 12 Red,7
G12AVVBC1NE,17.037949001102092,12,12,0,massey,G12,Avidity 12 Ruby,8
G12LCVBC1GE,16.429082424887003,9,6,3,massey,G12,Legacy 12 Premier,9
G12MGJVB1NE,16.350112665819072,5,5,0,massey,G12,MGA 12's Black,10
G12GRVBC1NE,14.14923523941584,9,5,4,massey,G12,GVC 12-1,11
G12SJJVB1NE,13.391295914436412,5,5,0,massey,G12,SMASH 12s,12
G12ROCKA2GE,12.501569711330268,7,4,3,massey,G12,RVT 12-2 Swim,13
G12HKJVB2NE,12.021413570990486,3,2,1,massey,G12,Husky 12 Black,14
G12CACLI2GE,10.842700495720527,7,3,4,massey,G12,CALI 12 Blue,15
G12EYNER1NE,9.121936158752295,11,8,3,massey,G12,ENVY 12 1 LavaFlow,16
G12NEVBC1NE,8.801516853970275,7,3,4,massey,G12,Northeast 12.1,17
G12ROCKA3GE,7.821179479935083,6,2,4,massey,G12,RVT 12-3 Sail,18
G12LHVBA1GE,6.342608103862588,5,3,2,massey,G12,LHVA 12 Purple Travel,19
G12SJJVB2NE,5.858758542450533,9,5,4,massey,G12,SMASH 12s Energy,20
G12LDNER1NE,4.739999133311461,7,4,3,massey,G12,Lockdown VBC 12 SandPipers,21
G12MCJVB1NE,4.442025333424141,11,9,2,massey,G12,Mill City 12's,22
G12LHVBC1NE,2.3273409662638933,9,3,6,massey,G12,LHV Girls 12-1 Spark,23
G12SSVBC1NE,0.9307602106863356,12,10,2,massey,G12,SSVBC 12 1,24
G12AVVBC2NE,-2.0071244336326535,17,12,5,massey,G12,Avidity 12 Jade,25
G12VERSE1GE,-2.0678267095338434,6,2,4,massey,G12,NYC Volley Verse 12 1,26
G12TCJVB1NE,-2.3627573116654257,10,8,2,massey,G12,Nova 12 Select Brie/Ryleigh,27
G12SJJVB3NE,-3.9593245232240704,11,7,4,massey,G12,SMASH 12's Volts,28
G12113231XX,-5.749450922660656,11,7,4,massey,G12,EliteZ 12 GIRLS BLACK,29
G12RRJVB1NE,-5.934767415002261,10,4,6,massey,G12,Boston United 12 Select,30
G12LFJVB1NE,-6.686264866971779,5,2,3,massey,G12,603 United 12 Seacoast Silver,31
G12CJVBA3GE,-7.07380808686632,7,2,5,massey,G12,CJVA 12 Red,32
G12PROVA1GE,-9.504365061362538,8,4,4,massey,G12,Prodigy 12.1 Club,33
G12BEVNY1GE,-10.749594370507053,7,2,5,massey,G12,BEV 12 Elite,34
G12TTVBC2NE,-11.679294123418506,10,7,3,massey,G12,SLAM 12R Red,35
G12CMJVB1NE,-12.844513602507163,16,6,10,massey,G12,CMASS EDGE 12 White,36
G12GRVBC2NE,-12.878535352270998,10,3,7,massey,G12,GVC 12-2 Diamonds,37
G12SURGE1GE,-13.298304612503872,7,0,7,massey,G12,LI Surge 12 1,38
G12MAJVB1NE,-13.30433646314861,6,3,3,massey,G12,Mass Premier 12 1,39
G12CSJVB1NE,-17.297471471682464,11,0,11,massey,G12,CT STARS 12-1,40
G12112721XX,-18.31097089008414,21,5,16,massey,G12,X2 Volleyball 12 1,41
G12LDNER2NE,-18.784701912751814,21,5,16,massey,G12,Lockdown VBC 12 Puffins,42
G12PROVA2GE,-18.952807796656653,8,3,5,massey,G12,Prodigy 12.2 Club,43
G12HRJVB1NE,-19.020055093438895,10,3,7,massey,G12,HardRock 12,44
G12NSJVB1NE,-20.195131832581694,10,4,6,massey,G12,NH Seacoast 12 USA,45
G12RRJVB2NE,-20.779050275409094,9,3,6,massey,G12,Boston United 12 Sapphire,46
G12CMJVB2NE,-21.17368213365229,15,2,13,massey,G12,CMASS EDGE 12 Gray,47
G12113232XX,-29.854561860091696,6,1,5,massey,G12,EliteZ 12 GIRLS CARBON,48
G12TTVBC3NE,-38.07772305198692,10,0,10,massey,G12,SLAM 12R White,49
