team_code,rating,matches_played,wins,losses,model,pool_key,team_name,rank
G13NYCJR1GE,38.02748960266527,12,10,2,massey,G13,NYC Juniors 13 National,1
G13FGSVA1FL,34.897429968208776,9,8,1,massey,G13,Gulfside 13U Prime,2
G13APXTC1OV,34.882774820380234,7,6,1,massey,G13,Apex VBTC 13 Apex Red,3
G13NEVBC1NE,34.354470034069315,21,17,4,massey,G13,Northeast 13.1,4
G13SOSVB1GE,32.96841157180671,5,3,2,massey,G13,Sideout 13N Carly,5
G13CSJVB1NE,31.23316006877875,13,11,2,massey,G13,CT STARS 13s Lidania,6
G13ROCKA1GE,30.916454009569417,8,5,3,massey,G13,RVT 13-1 Surf,7
G13LIBER1CH,30.29531883593053,8,7,1,massey,G13,Libero 13 HUSKIES,8
G13SJJVB1NE,29.780133151567192,10,5,5,massey,G13,SMASH 13s,9
G13NYCJR2GE,25.798232175791306,9,7,2,massey,G13,NYC Juniors 13 Travel,10
G13GRVBC1NE,25.00935052799676,12,8,4,massey,G13,GVC 13-1,11
G13LDNER1NE,23.35185367947568,5,5,0,massey,G13,Lockdown VBC 13 Kiwis,12
G13CMJVB1NE,22.310983707839547,11,11,0,massey,G13,CMASS EDGE 13 Blue,13
G131175910XX,21.448674107394766,7,4,3,massey,G13,Bucaneras AVC 13U,14
G13CACLI1GE,20.21559463934721,5,2,3,massey,G13,CALI 13 Black,15
G13RRJVB1NE,18.350028951335183,35,23,12,massey,G13,Boston United 13 National,16
G13SJJVB2NE,18.303759199028406,6,5,1,massey,G13,SMASH 13's Thunder,17
G13SPAVB1XL,18.084924890411582,18,9,9,massey,G13,Spa City 13 Aqua,18
G13DSTJN1GE,17.452504274900054,7,5,2,massey,G13,Downstate (N) 13 Cobras,19
G13ROCKA2GE,17.32896802036138,7,4,3,massey,G13,RVT 13-2 Swim,20
G13HKJVB1NE,17.037282353301123,6,5,1,massey,G13,Husky 13 Red,21
G13NEVBC2NE,15.24932544759347,20,15,5,massey,G13,Northeast 13.2,22
G13MCJVB1NE,14.449510341801655,15,6,9,massey,G13,Mill City 13's,23
G13LFJVB1NE,14.42108077976435,23,22,1,massey,G13,603 United 13 Seacoast White,24
G13GAJVB1NE,14.19718701366588,5,3,2,massey,G13,Gators 13 Black,25
G13LCVBC1GE,12.921453501714842,8,6,2,massey,G13,Legacy 13 National,26
G13NYCLI1GE,12.7157856589406,8,3,5,massey,G13,NYCLI 13 Elite,27
G13MAJVB1NE,12.487844163336408,11,7,4,massey,G13,Mass Premier 13 1,28
G13BEVNY1GE,12.154418991809628,7,2,5,massey,G13,BEV 13 Empire,29
G13CACLI2GE,11.861998308639855,14,12,2,massey,G13,CALI 13 BLUE,30
G13NYCVA2GE,11.522206822800594,7,3,4,massey,G13,NYC VBA 13 West Village,31
G13118022XX,10.59022990352256,7,4,3,massey,G13,NYCLBVC 13U WHITE,32
G13LEGIO1XL,7.794993241149619,11,2,9,massey,G13,TeamLVC 13 Black,33
G13DRVBC1NE,7.218347640080064,6,3,3,massey,G13,Dragons 13 1 A/V,34
G13SURGE1GE,6.652087771087341,12,5,7,massey,G13,LI Surge 13 Premier Blue,35
G13NYCVA1GE,6.08722851108511,8,6,2,massey,G13,NYC VBA 13 Tribeca,36
G13SJVBC1NE,5.908764877935839,5,1,4,massey,G13,South County 13's Stingrays,37
G13CACLI3GE,5.683905842562576,12,5,7,massey,G13,CALI 13 Red,38
G13LHVBA1GE,5.555122952026024,7,5,2,massey,G13,LHVA 13 Purple Travel,39
G13LHVBC1NE,4.5152020753280855,5,3,2,massey,G13,LHV Girls 13-1 Wondercatz,40
G13118021XX,3.999999999999986,1,1,0,massey,G13,NYCLBVC 13U BLUE,41
G13HKJVB2NE,2.9697567496163124,5,3,2,massey,G13,Husky 13 Black,42
G13TTVBC1NE,2.425901725551011,26,14,12,massey,G13,SLAM 13P Black,43
G13113231XX,1.9728425907633458,29,19,10,massey,G13,EliteZ 13 GIRLS HP BLACK,44
G13GRVBC2NE,0.8402968749059567,14,8,6,massey,G13,GVC 13-2,45
G13LDNER2NE,0.838050450963129,16,8,8,massey,G13,Lockdown VBC 13 Sparrows,46
G13LCVBC2GE,0.4818547298779947,8,3,5,massey,G13,Legacy 13 Premier,47
G13HEVBA1NE,-1.0643398503990404,16,6,10,massey,G13,HEVBA 13 1,48
G13MGJVB3NE,-1.6896774104984225,10,6,4,massey,G13,MGA 13's Stars,49
G13LFJVB2NE,-2.4039381768540657,17,10,7,massey,G13,603 United 13 Seacoast Blue,50
G13CJJVB1NE,-2.4675739360798667,11,4,7,massey,G13,CT Juniors 13 National,51
G13PROVA2GE,-3.278157835177831,6,6,0,massey,G13,Prodigy 13.2 Club,52
G13AVVBC1NE,-3.3660143249357795,16,7,9,massey,G13,Avidity 13 Ruby,53
G13CSJVB2NE,-3.410045900679062,5,3,2,massey,G13,CT STARS 13s Gabby,54
G13SURGE2GE,-3.622716802884908,14,6,8,massey,G13,LI Surge 13 Premier White,55
G13RRJVB2NE,-3.651788945512802,16,10,6,massey,G13,Boston United 13 Select - Brittany,56
G14LUNAR5GEX,-4.000000000000025,1,0,1,massey,G13,CCC - Hawks 14,57
G13CMJVB2NE,-5.211346105138547,21,11,10,massey,G13,CMASS EDGE 13 White,58
G13TRICO1GE,-5.606510564668599,8,2,6,massey,G13,TriCounty ATTACK 13 1,59
G13LHVBC2NE,-5.96398942949874,10,5,5,massey,G13,LHV Girls 13-2 Novas,60
G13TTVBC2NE,-6.129367954687872,21,11,10,massey,G13,SLAM 13P Red,61
G13ROCKA3GE,-6.24353278603247,7,2,5,massey,G13,RVT 13-3 Sail,62
G13MGJVB4NE,-7.237625968472475,10,3,7,massey,G13,MGA 13's Stripes,63
G13GGVOL1GE,-7.521544942471928,8,3,5,massey,G13,GG 13 1,64
G13VERSE2GE,-7.6655941481113,7,0,7,massey,G13,NYC Volley Verse 13 SI,65
G13RRJVB3NE,-7.744032401003029,16,10,6,massey,G13,Boston United 13 Select - Gil,66
G13BVJVB1NE,-8.674903723781707,9,4,5,massey,G13,Blast 13U Dragons,67
G13MNJVB1NE,-9.249535721722404,6,3,3,massey,G13,Maine Jrs 13 Silver,68
G13TRICO2GE,-9.850217684766974,8,2,6,massey,G13,TriCounty ATTACK 13 2,69
G13NSJVB1NE,-10.450053369120091,23,6,17,massey,G13,NH Seacoast 13 National,70
G13TTVBC3NE,-11.267392145284894,11,7,4,massey,G13,SLAM 13R White,71
G13CJVBA5GE,-11.826653559182539,7,2,5,massey,G13,CJVA 13 Ruby,72
G13LDNER3NE,-12.30442521416667,15,6,9,massey,G13,Lockdown VBC 13 Robins,73
G13NEVBC3NE,-13.108685735401952,16,7,9,massey,G13,Northeast 13 Blue,74
G13TCJVB1NE,-13.234972230628271,15,6,9,massey,G13,Nova 13 Premier Cas,75
G13EYNER1NE,-13.996031382164418,15,4,11,massey,G13,ENVY 13 HEATWAVE,76
G13TTVBC6NE,-14.372361452769312,11,7,4,massey,G13,SLAM 13R Crimson,77
G13VERSE1GE,-15.822199838461275,7,0,7,massey,G13,NYC Volley Verse 13 1,78
G13LEGIO2XL,-15.94228369889764,4,0,4,massey,G13,TeamLVC 13 Pink,79
G13RRJVB4NE,-17.07726118260957,16,7,9,massey,G13,Boston United 13 Sapphire,80
G13SURGE4GE,-20.27969113990764,7,0,7,massey,G13,LI Surge 13 3,81
G13AVVBC2NE,-20.36417577777852,18,5,13,massey,G13,Avidity 13 Jade,82
G13SURGE3GE,-20.77843197773581,7,0,7,massey,G13,LI Surge 13 2,83
G13EYNER2NE,-22.281371556532164,16,3,13,massey,G13,ENVY 13 NOR'EASTER,84
G13SJVBC2NE,-22.6747843997192,5,1,4,massey,G13,South County 13's Scorpions,85
G13MAJVB2NE,-23.079041703130425,6,1,5,massey,G13,Mass Premier 13 2,86
G13PROVA3GE,-26.847811203642255,5,1,4,massey,G13,Prodigy 13.3 Club,87
G13LHVBA2GE,-27.490754852843832,5,0,5,massey,G13,LHVA 13 Black Travel,88
G13RRJVB5NE,-28.476681627431482,16,6,10,massey,G13,Boston United 13 Steel,89
G13GAJVB2NE,-28.487881410091543,11,3,8,massey,G13,Gators 13 Green,90
G13TTVBC5NE,-29.749757696932868,11,3,8,massey,G13,SLAM 13R Silver,91
G13MGJVB5NE,-31.86562259513576,6,0,6,massey,G13,MGA 13's Black,92
G13SJVBC3NE,-33.7419528487875,5,0,5,massey,G13,South County 13's Sharks,93
G13113232XX,-34.403332319188166,11,1,10,massey,G13,EliteZ 13 GIRLS CARBON,94
G13MAPVB3NE,-35.64949453971166,6,2,4,massey,G13,Mass Power VB 13 Pink,95
G13MGJVB6NE,-37.925776997957406,6,1,5,massey,G13,MGA 13's White,96
G13TTVBC4NE,-38.01185848809126,11,1,10,massey,G13,SLAM 13R Grey,97
