event_date,team_code,team_name,club,age,team_rank,opponent_code,opponent_name,pool_key,team_won,point_margin_for_team,set_margin_for_team,team_rating,opponent_rating,rating_gap,expected_win_prob,performance_above_expected,is_close_match,rolling_win_rate,rolling_point_margin,rolling_set_margin,rolling_opponent_rating,rolling_expected_win_prob,rolling_performance_above_expected,rolling_close_match_win_rate,match_index
2026-02-07,B14CAPIT1XL,CSVC 14 CASCADE,CAPIT,14,1,B14LCVBC1GE,Legacy Boys 14 Premier,B14,True,3.0,1.0,-11.522727272727305,-13.653006117089065,2.1302788443617597,0.5246735104795104,0.4753264895204896,True,0.4,-4.2,-0.2,-0.42440227484784965,0.39489692102072793,0.005103078979272068,0.6666666666666666,17
2026-02-07,B14CAPIT1XL,CSVC 14 CASCADE,CAPIT,14,1,B14TACCU1GE,Accuracy 14 Champ,B14,False,-14.0,-2.0,-11.522727272727305,12.9906799138899,-24.513407186617208,0.2429435143091566,-0.2429435143091566,False,0.4,-4.2,-0.4,-0.42172083752440664,0.39487405039694906,0.005125949603050933,0.6666666666666666,18
2026-02-07,B14CAPIT1XL,CSVC 14 CASCADE,CAPIT,14,1,B14117901XX,Torrimar 14 1,B14,False,-31.0,-2.0,-11.522727272727305,20.918751384386127,-32.441478657113436,0.1817986916134937,-0.1817986916134937,False,0.2,-14.6,-1.2,6.8805275510844055,0.32182658636822514,-0.12182658636822519,0.5,19
2026-02-08,B14CAPIT1XL,CSVC 14 CASCADE,CAPIT,14,1,B14LHVBC1NE,LHV Boys 14-1 Premier,B14,False,-6.0,-1.0,-11.522727272727305,-4.575157606275895,-6.94756966645141,0.42015509177807625,-0.42015509177807625,True,0.2,-15.8,-1.2,8.561739403089035,0.30247761602943496,-0.10247761602943499,0.5,20
2026-03-14,B14CAPIT1XL,CSVC 14 CASCADE,CAPIT,14,1,B14HKJVB1NE,Husky 14.1,B14,True,0.0,1.0,-11.522727272727305,-10.022727272727296,-1.5000000000000089,0.4826194455653509,0.517380554434649,True,0.4,-9.6,-0.6,1.131708060436754,0.37043805074911756,0.029561949250882402,0.6666666666666666,21
2026-03-14,B14CAPIT1XL,CSVC 14 CASCADE,CAPIT,14,1,B14SJJVB1NE,SMASH Boys 14-1,B14,False,-33.0,-3.0,-11.522727272727305,23.97727272727283,-35.500000000000135,0.16164726542048657,-0.16164726542048657,False,0.2,-16.8,-1.4,8.657763829309133,0.29783280173731275,-0.09783280173731283,0.5,22
2026-03-15,B14CAPIT1XL,CSVC 14 CASCADE,CAPIT,14,1,B14SAVBC1XL,Sporting Albany Boys 14u,B14,False,-15.0,-2.0,-11.522727272727305,1.727272727272661,-13.249999999999966,0.35106516219303824,-0.35106516219303824,False,0.2,-17.0,-1.4,6.405082391985685,0.31945713131408915,-0.11945713131408917,0.5,23
2026-03-15,B14CAPIT1XL,CSVC 14 CASCADE,CAPIT,14,1,B13SJJVB1NE,SMASH Boys 13-1,MIXED,False,-11.0,-1.0,-11.522727272727305,1.9772727272727457,-13.500000000000052,0.3593551143746986,-0.3593551143746986,False,0.2,-13.0,-1.2,2.616786660563009,0.3549684158663301,-0.15496841586633012,0.5,24
2025-12-20,B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,2,B14SAVBC1XL,Sporting Albany Boys 14u,B14,False,-23.0,-2.0,-22.022727272727153,1.727272727272661,-23.749999999999815,0.24951284575380545,-0.24951284575380545,False,0.0,-23.0,-2.0,1.727272727272661,0.24951284575380545,-0.24951284575380545,,1
2025-12-20,B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,2,B13SJJVB1NE,SMASH Boys 13-1,MIXED,False,-24.0,-2.0,-22.022727272727153,1.9772727272727457,-23.999999999999897,0.26350162119908654,-0.26350162119908654,False,0.0,-23.5,-2.0,1.8522727272727033,0.256507233476446,-0.256507233476446,,2
2025-12-20,B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,2,B14CAPIT1XL,CSVC 14 CASCADE,B14,True,10.0,2.0,-22.022727272727153,-11.522727272727305,-10.499999999999847,0.38063551118002326,0.6193644888199767,False,0.3333333333333333,-12.333333333333334,-0.6666666666666666,-2.6060606060606326,0.29788332604430506,0.03545000728902825,,3
2025-12-21,B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,2,B14SJJVB2NE,SMASH Boys 14's Thunder,B14,False,-11.0,-2.0,-22.022727272727153,-14.022727272727261,-7.999999999999892,0.40831520523438836,-0.40831520523438836,False,0.25,-12.0,-1.0,-5.460227272727289,0.3254912958418259,-0.0754912958418259,,4
2025-12-21,B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,2,B14SJJVB1NE,SMASH Boys 14-1,B14,False,-31.0,-2.0,-22.022727272727153,23.97727272727283,-45.999999999999986,0.10594245900059382,-0.10594245900059382,False,0.2,-15.8,-1.2,0.42727272727273374,0.2815815284735795,-0.0815815284735795,,5
2025-12-21,B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,2,B14CAPIT1XL,CSVC 14 CASCADE,B14,True,9.0,1.0,-22.022727272727153,-11.522727272727305,-10.499999999999847,0.38063551118002326,0.6193644888199767,False,0.4,-9.4,-0.6,-2.2227272727272593,0.30780606155882306,0.09219393844117695,,6
2025-12-21,B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,2,B14SJJVB2NE,SMASH Boys 14's Thunder,B14,False,-7.0,-2.0,-22.022727272727153,-14.022727272727261,-7.999999999999892,0.40831520523438836,-0.40831520523438836,False,0.4,-6.0,-0.6,-5.42272727272726,0.33676877836588337,0.06323122163411658,,7
2026-01-17,B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,2,B14CAPIT1XL,CSVC 14 CASCADE,B14,True,1.0,1.0,-22.022727272727153,-11.522727272727305,-10.499999999999847,0.38063551118002326,0.6193644888199767,False,0.4,-7.8,-0.8,-5.42272727272726,0.33676877836588337,0.06323122163411658,,8
2026-01-17,B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,2,B14117752XX,ValleyVBC Elite Boys,B14,False,-17.0,-2.0,-22.022727272727153,10.47727272727267,-32.49999999999982,0.18139542014522042,-0.18139542014522042,False,0.4,-9.0,-0.8,-0.5227272727272748,0.2913848213480498,0.10861517865195017,,9
