pair_id,team_a_code,team_a_name,team_b_code,team_b_name,pool_key,event_date,Event,source_file,source_row_number,winner_code,winner_name,point_margin_team_a,set_margin_team_a,meeting_number
B15SAVBC1XL__B15SJJVB2NE,B15SAVBC1XL,Sporting Albany Boys 15u,B15SJJVB2NE,SMASH Boys 15 Lightning,B15,2025-12-21,AAUUpstateCup2026,AAUUpstateCup2026-results-for-GEVA-1767074717914.xlsx,75,B15SJJVB2NE,SMASH Boys 15 Lightning,-11.0,-2.0,2
B15SAVBC1XL__B15SJJVB2NE,B15SAVBC1XL,Sporting Albany Boys 15u,B15SJJVB2NE,SMASH Boys 15 Lightning,B15,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,26,B15SJJVB2NE,SMASH Boys 15 Lightning,-7.0,-1.0,3
B15SAVBC1XL__B15SJVBC1NE,B15SAVBC1XL,Sporting Albany Boys 15u,B15SJVBC1NE,South County Juniors Boys 15 1,B15,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,53,B15SAVBC1XL,Sporting Albany Boys 15u,3.0,1.0,1
B15SAVBC1XL__B15TTVBC1NE,B15SAVBC1XL,Sporting Albany Boys 15u,B15TTVBC1NE,SLAM 15 1 Boys,B15,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,29,B15SAVBC1XL,Sporting Albany Boys 15u,6.0,1.0,1
B15SJJVB1NE__B15SJJVB2NE,B15SJJVB1NE,SMASH Boys 15-1,B15SJJVB2NE,SMASH Boys 15 Lightning,B15,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,50,B15SJJVB1NE,SMASH Boys 15-1,18.0,2.0,1
B15SJJVB1NE__B15SJVBC1NE,B15SJJVB1NE,SMASH Boys 15-1,B15SJVBC1NE,South County Juniors Boys 15 1,B15,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,47,B15SJJVB1NE,SMASH Boys 15-1,25.0,2.0,1
B15SJJVB2NE__B15TTVBC1NE,B15SJJVB2NE,SMASH Boys 15 Lightning,B15TTVBC1NE,SLAM 15 1 Boys,B15,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,19,B15SJJVB2NE,SMASH Boys 15 Lightning,8.0,2.0,1
B15SJVBC1NE__B15TTVBC1NE,B15SJVBC1NE,South County Juniors Boys 15 1,B15TTVBC1NE,SLAM 15 1 Boys,B15,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,18,B15TTVBC1NE,SLAM 15 1 Boys,-2.0,-1.0,1
B15SPTMC3GE__B15SPTMC4GE,B15SPTMC3GE,Sportime 15 3,B15SPTMC4GE,Sportime 15 4,B15,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,920,B15SPTMC4GE,Sportime 15 4,-5.0,-2.0,1
B15SPTMC3GE__B15SPTMC5GE,B15SPTMC3GE,Sportime 15 3,B15SPTMC5GE,Sportime 15 Lynbrook,B15,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,927,B15SPTMC3GE,Sportime 15 3,22.0,2.0,1
B15SPTMC3GE__B15TACCU1GE,B15SPTMC3GE,Sportime 15 3,B15TACCU1GE,Accuracy 15 Champ,B15,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,212,B15TACCU1GE,Accuracy 15 Champ,-19.0,-2.0,1
B15SPTMC4GE__B15SPTMC5GE,B15SPTMC4GE,Sportime 15 4,B15SPTMC5GE,Sportime 15 Lynbrook,B15,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,925,B15SPTMC4GE,Sportime 15 4,4.0,2.0,1
B15SPTMC5GE__B15TACCU1GE,B15SPTMC5GE,Sportime 15 Lynbrook,B15TACCU1GE,Accuracy 15 Champ,B15,2026-02-08,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1548,B15TACCU1GE,Accuracy 15 Champ,-21.0,-2.0,1
B15SYRVB1XL__B15TTVBC1NE,B15SYRVB1XL,SVC 15 1 Boys,B15TTVBC1NE,SLAM 15 1 Boys,B15,2026-01-18,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,96,B15SYRVB1XL,SVC 15 1 Boys,18.0,2.0,1
B15SYRVB1XL__B16BVJVB2NE,B15SYRVB1XL,SVC 15 1 Boys,B16BVJVB2NE,Blast 16 Pyro,MIXED,2026-01-17,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,17,B15SYRVB1XL,SVC 15 1 Boys,27.0,2.0,1
B15SYRVB1XL__B16CAPIT1XL,B15SYRVB1XL,SVC 15 1 Boys,B16CAPIT1XL,CSVC 16 WOLFJAW,MIXED,2026-01-19,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,180,B15SYRVB1XL,SVC 15 1 Boys,11.0,2.0,1
B15SYRVB1XL__B16LHVBC2NE,B15SYRVB1XL,SVC 15 1 Boys,B16LHVBC2NE,LHV Boys 16-2 Hunters,MIXED,2026-01-19,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,173,B15SYRVB1XL,SVC 15 1 Boys,17.0,2.0,1
B15SYRVB1XL__B16NESVC2NE,B15SYRVB1XL,SVC 15 1 Boys,B16NESVC2NE,NE Storm 16 Monsoon,MIXED,2026-01-17,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,19,B15SYRVB1XL,SVC 15 1 Boys,8.0,2.0,1
B15SYRVB1XL__B16NESVC2NE,B15SYRVB1XL,SVC 15 1 Boys,B16NESVC2NE,NE Storm 16 Monsoon,MIXED,2026-01-19,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,179,B15SYRVB1XL,SVC 15 1 Boys,22.0,2.0,2
B15SYRVB1XL__B16PVJVB2NE,B15SYRVB1XL,SVC 15 1 Boys,B16PVJVB2NE,PV Boys 16 2,MIXED,2026-01-17,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,11,B15SYRVB1XL,SVC 15 1 Boys,29.0,2.0,1
B15SYRVB1XL__B16RRJVB3NE,B15SYRVB1XL,SVC 15 1 Boys,B16RRJVB3NE,Boston United Boys 16 Select 1,MIXED,2026-01-18,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,103,B15SYRVB1XL,SVC 15 1 Boys,15.0,2.0,1
B15TTVBC1NE__B16BVJVB2NE,B15TTVBC1NE,SLAM 15 1 Boys,B16BVJVB2NE,Blast 16 Pyro,MIXED,2026-01-17,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,15,B16BVJVB2NE,Blast 16 Pyro,-10.0,-2.0,1
B15TTVBC1NE__B16CAPIT1XL,B15TTVBC1NE,SLAM 15 1 Boys,B16CAPIT1XL,CSVC 16 WOLFJAW,MIXED,2026-01-18,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,104,B16CAPIT1XL,CSVC 16 WOLFJAW,-24.0,-2.0,1
B15TTVBC1NE__B16NESVC2NE,B15TTVBC1NE,SLAM 15 1 Boys,B16NESVC2NE,NE Storm 16 Monsoon,MIXED,2026-01-18,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,92,B16NESVC2NE,NE Storm 16 Monsoon,-16.0,-2.0,1
B15TTVBC1NE__B16PVJVB2NE,B15TTVBC1NE,SLAM 15 1 Boys,B16PVJVB2NE,PV Boys 16 2,MIXED,2026-01-18,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,106,B15TTVBC1NE,SLAM 15 1 Boys,17.0,2.0,1
B15TTVBC1NE__B16PVJVB2NE,B15TTVBC1NE,SLAM 15 1 Boys,B16PVJVB2NE,PV Boys 16 2,MIXED,2026-01-19,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,176,B16PVJVB2NE,PV Boys 16 2,-12.0,-2.0,2
B161130588XX__B16ALLIN1FL,B161130588XX,NY Strangers 16,B16ALLIN1FL,AVA 16 Boys,B16,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,411,B161130588XX,NY Strangers 16,13.0,2.0,1
B161130588XX__B16CAPIT1XL,B161130588XX,NY Strangers 16,B16CAPIT1XL,CSVC 16 WOLFJAW,B16,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1129,B161130588XX,NY Strangers 16,20.0,2.0,1
B161130588XX__B16CORE12GE,B161130588XX,NY Strangers 16,B16CORE12GE,CORE Boys 16 Titanium,B16,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1136,B161130588XX,NY Strangers 16,10.0,2.0,1
B161130588XX__B16DIGSV1GE,B161130588XX,NY Strangers 16,B16DIGSV1GE,Digs Boys 16 Red,B16,2026-02-08,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1660,B161130588XX,NY Strangers 16,11.0,2.0,1
B161130588XX__B16LIFRY2GE,B161130588XX,NY Strangers 16,B16LIFRY2GE,LI Fury 16 2,B16,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1127,B161130588XX,NY Strangers 16,26.0,2.0,1
B161130588XX__B16NYCIV2GE,B161130588XX,NY Strangers 16,B16NYCIV2GE,NYC Impact 16U Travel,B16,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,418,B16NYCIV2GE,NYC Impact 16U Travel,-4.0,-2.0,1
B161130588XX__B16NYCIV2GE,B161130588XX,NY Strangers 16,B16NYCIV2GE,NYC Impact 16U Travel,B16,2026-02-08,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1664,B161130588XX,NY Strangers 16,4.0,1.0,2
B161130588XX__B16SPTMC6GE,B161130588XX,NY Strangers 16,B16SPTMC6GE,Sportime 16 Lynbrook,B16,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,406,B161130588XX,NY Strangers 16,10.0,2.0,1
B16118971XX__B16BVJVB2NE,B16118971XX,Supreme 16-1,B16BVJVB2NE,Blast 16 Pyro,B16,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,55,B16118971XX,Supreme 16-1,10.0,2.0,1
B16118971XX__B16CAPIT1XL,B16118971XX,Supreme 16-1,B16CAPIT1XL,CSVC 16 WOLFJAW,B16,2026-03-15,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,177,B16CAPIT1XL,CSVC 16 WOLFJAW,-10.0,-2.0,1
B16118971XX__B16HKJVB2NE,B16118971XX,Supreme 16-1,B16HKJVB2NE,Husky 16.2,B16,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,64,B16118971XX,Supreme 16-1,13.0,2.0,1
B16118971XX__B16HKJVB2NE,B16118971XX,Supreme 16-1,B16HKJVB2NE,Husky 16.2,B16,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,51,B16118971XX,Supreme 16-1,20.0,2.0,2
B16118971XX__B16LHVBC1NE,B16118971XX,Supreme 16-1,B16LHVBC1NE,LHV Boys 16-1 Valiants,B16,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,29,B16LHVBC1NE,LHV Boys 16-1 Valiants,-9.0,-2.0,1
B16118971XX__B16LHVBC1NE,B16118971XX,Supreme 16-1,B16LHVBC1NE,LHV Boys 16-1 Valiants,B16,2025-11-23,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,130,B16LHVBC1NE,LHV Boys 16-1 Valiants,-21.0,-2.0,2
B16118971XX__B16LHVBC2NE,B16118971XX,Supreme 16-1,B16LHVBC2NE,LHV Boys 16-2 Hunters,B16,2025-11-23,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,126,B16118971XX,Supreme 16-1,11.0,1.0,1
B16118971XX__B16MCJVB2NE,B16118971XX,Supreme 16-1,B16MCJVB2NE,Mill City 16 Royal,B16,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,27,B16118971XX,Supreme 16-1,30.0,2.0,1
B16118971XX__B16MCJVB2NE,B16118971XX,Supreme 16-1,B16MCJVB2NE,Mill City 16 Royal,B16,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,79,B16118971XX,Supreme 16-1,27.0,2.0,2
B16118971XX__B16NESVC2NE,B16118971XX,Supreme 16-1,B16NESVC2NE,NE Storm 16 Monsoon,B16,2025-11-23,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,128,B16118971XX,Supreme 16-1,6.0,1.0,1
B16118971XX__B16NEVBC2NE,B16118971XX,Supreme 16-1,B16NEVBC2NE,NEVBC Boys 16.2,B16,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,56,B16NEVBC2NE,NEVBC Boys 16.2,-7.0,-1.0,1
B16118971XX__B16NEVBC3NE,B16118971XX,Supreme 16-1,B16NEVBC3NE,NEVBC Boys 16 Blue,B16,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,36,B16118971XX,Supreme 16-1,24.0,2.0,1
B16118971XX__B16NEVBC4NE,B16118971XX,Supreme 16-1,B16NEVBC4NE,NEVBC Boys 16 Orange,B16,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,42,B16118971XX,Supreme 16-1,28.0,2.0,1
B16118971XX__B16PVJVB1NE,B16118971XX,Supreme 16-1,B16PVJVB1NE,PV Boys 16 1,B16,2026-03-15,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,171,B16118971XX,Supreme 16-1,14.0,2.0,1
B16118971XX__B16PVJVB2NE,B16118971XX,Supreme 16-1,B16PVJVB2NE,PV Boys 16 2,B16,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,36,B16118971XX,Supreme 16-1,20.0,2.0,1
B16118971XX__B16RRJVB3NE,B16118971XX,Supreme 16-1,B16RRJVB3NE,Boston United Boys 16 Select 1,B16,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,54,B16118971XX,Supreme 16-1,2.0,1.0,1
B16118971XX__B16SAVBC1XL,B16118971XX,Supreme 16-1,B16SAVBC1XL,Sporting Albany Boys 16u,B16,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,103,B16SAVBC1XL,Sporting Albany Boys 16u,-18.0,-2.0,1
B16ALLIN1FL__B16CORE12GE,B16ALLIN1FL,AVA 16 Boys,B16CORE12GE,CORE Boys 16 Titanium,B16,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1126,B16ALLIN1FL,AVA 16 Boys,-8.0,1.0,1
B16ALLIN1FL__B16LIFRY2GE,B16ALLIN1FL,AVA 16 Boys,B16LIFRY2GE,LI Fury 16 2,B16,2026-02-08,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1665,B16ALLIN1FL,AVA 16 Boys,10.0,1.0,1
B16ALLIN1FL__B16MVPVA2NE,B16ALLIN1FL,AVA 16 Boys,B16MVPVA2NE,MVP BOS 16 Blue,B16,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1135,B16ALLIN1FL,AVA 16 Boys,1.0,1.0,1
B16ALLIN1FL__B16NYCIV2GE,B16ALLIN1FL,AVA 16 Boys,B16NYCIV2GE,NYC Impact 16U Travel,B16,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,403,B16NYCIV2GE,NYC Impact 16U Travel,-26.0,-2.0,1
B16ALLIN1FL__B16SPTMC3GE,B16ALLIN1FL,AVA 16 Boys,B16SPTMC3GE,Sportime 16 3,B16,2026-02-07,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1128,B16SPTMC3GE,Sportime 16 3,-10.0,-2.0,1
B16ALLIN1FL__B16SPTMC4GE,B16ALLIN1FL,AVA 16 Boys,B16SPTMC4GE,Sportime 16 4,B16,2026-02-08,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,1661,B16ALLIN1FL,AVA 16 Boys,10.0,2.0,1
B16ALLIN1FL__B16SPTMC6GE,B16ALLIN1FL,AVA 16 Boys,B16SPTMC6GE,Sportime 16 Lynbrook,B16,2026-02-06,New York City Open,New-York-City-Open-results-for-GEVA-1770824911008.xlsx,415,B16SPTMC6GE,Sportime 16 Lynbrook,-5.0,-2.0,1
B16BVJVB1NE__B16LEGIO1XL,B16BVJVB1NE,Blast 16 Inferno,B16LEGIO1XL,TeamLVC Boys 16 Black,B16,2026-01-17,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,29,B16LEGIO1XL,TeamLVC Boys 16 Black,-7.0,-2.0,1
B16BVJVB1NE__B16MCJVB1NE,B16BVJVB1NE,Blast 16 Inferno,B16MCJVB1NE,Mill City 16's,B16,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,38,B16MCJVB1NE,Mill City 16's,-17.0,-2.0,1
B16BVJVB1NE__B16MCJVB1NE,B16BVJVB1NE,Blast 16 Inferno,B16MCJVB1NE,Mill City 16's,B16,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,75,B16MCJVB1NE,Mill City 16's,-12.0,-2.0,2
B16BVJVB1NE__B16MCJVB1NE,B16BVJVB1NE,Blast 16 Inferno,B16MCJVB1NE,Mill City 16's,B16,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,58,B16MCJVB1NE,Mill City 16's,-2.0,-1.0,3
B16BVJVB1NE__B16MVNER1NE,B16BVJVB1NE,Blast 16 Inferno,B16MVNER1NE,Meraki VB 16 1,B16,2026-01-17,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,28,B16MVNER1NE,Meraki VB 16 1,-9.0,-2.0,1
B16BVJVB1NE__B16NESVC1NE,B16BVJVB1NE,Blast 16 Inferno,B16NESVC1NE,NE Storm 16 Lightning,B16,2026-01-18,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,110,B16NESVC1NE,NE Storm 16 Lightning,-24.0,-2.0,1
B16BVJVB1NE__B16NYCVA1GE,B16BVJVB1NE,Blast 16 Inferno,B16NYCVA1GE,NYC VBA 16 Hudson,B16,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,92,B16NYCVA1GE,NYC VBA 16 Hudson,-24.0,-2.0,1
B16BVJVB1NE__B16PVJVB1NE,B16BVJVB1NE,Blast 16 Inferno,B16PVJVB1NE,PV Boys 16 1,B16,2026-01-17,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,33,B16BVJVB1NE,Blast 16 Inferno,8.0,2.0,1
B16BVJVB1NE__B16PVJVB1NE,B16BVJVB1NE,Blast 16 Inferno,B16PVJVB1NE,PV Boys 16 1,B16,2026-01-19,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,183,B16PVJVB1NE,PV Boys 16 1,-7.0,-1.0,2
B16BVJVB1NE__B16RRJVB1NE,B16BVJVB1NE,Blast 16 Inferno,B16RRJVB1NE,Boston United Boys 16 National 1,B16,2025-11-23,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,133,B16RRJVB1NE,Boston United Boys 16 National 1,-16.0,-2.0,1
B16BVJVB1NE__B16SJJVB2NE,B16BVJVB1NE,Blast 16 Inferno,B16SJJVB2NE,SMASH Boys 16's Fire,B16,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,57,B16SJJVB2NE,SMASH Boys 16's Fire,-12.0,-2.0,1
B16BVJVB1NE__B16SJJVB2NE,B16BVJVB1NE,Blast 16 Inferno,B16SJJVB2NE,SMASH Boys 16's Fire,B16,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,55,B16SJJVB2NE,SMASH Boys 16's Fire,-18.0,-2.0,2
B16BVJVB1NE__B16SJVBC1NE,B16BVJVB1NE,Blast 16 Inferno,B16SJVBC1NE,South County Juniors Boys 16's Blue,B16,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,44,B16SJVBC1NE,South County Juniors Boys 16's Blue,-4.0,-1.0,1
B16BVJVB1NE__B16SJVBC1NE,B16BVJVB1NE,Blast 16 Inferno,B16SJVBC1NE,South County Juniors Boys 16's Blue,B16,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,64,B16BVJVB1NE,Blast 16 Inferno,6.0,1.0,2
B16BVJVB1NE__B16SJVBC1NE,B16BVJVB1NE,Blast 16 Inferno,B16SJVBC1NE,South County Juniors Boys 16's Blue,B16,2026-03-15,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,188,B16SJVBC1NE,South County Juniors Boys 16's Blue,-11.0,-2.0,3
B16BVJVB1NE__B16SYRVB1XL,B16BVJVB1NE,Blast 16 Inferno,B16SYRVB1XL,SVC 16 1 Boys,B16,2026-01-18,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,109,B16SYRVB1XL,SVC 16 1 Boys,-20.0,-2.0,1
B16BVJVB1NE__B16TTVBC1NE,B16BVJVB1NE,Blast 16 Inferno,B16TTVBC1NE,SLAM 16 1 Boys,B16,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,46,B16BVJVB1NE,Blast 16 Inferno,5.0,1.0,1
B16BVJVB1NE__B16TTVBC1NE,B16BVJVB1NE,Blast 16 Inferno,B16TTVBC1NE,SLAM 16 1 Boys,B16,2025-11-23,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,137,B16TTVBC1NE,SLAM 16 1 Boys,-11.0,-1.0,2
B16BVJVB1NE__B16TTVBC1NE,B16BVJVB1NE,Blast 16 Inferno,B16TTVBC1NE,SLAM 16 1 Boys,B16,2026-01-18,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,114,B16TTVBC1NE,SLAM 16 1 Boys,3.0,-1.0,3
B16BVJVB1NE__B16TTVBC1NE,B16BVJVB1NE,Blast 16 Inferno,B16TTVBC1NE,SLAM 16 1 Boys,B16,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,115,B16BVJVB1NE,Blast 16 Inferno,8.0,2.0,4
B16BVJVB1NE__B16TTVBC1NE,B16BVJVB1NE,Blast 16 Inferno,B16TTVBC1NE,SLAM 16 1 Boys,B16,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,58,B16BVJVB1NE,Blast 16 Inferno,6.0,1.0,5
B16BVJVB1NE__B16TTVBC1NE,B16BVJVB1NE,Blast 16 Inferno,B16TTVBC1NE,SLAM 16 1 Boys,B16,2026-03-15,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,185,B16TTVBC1NE,SLAM 16 1 Boys,-1.0,-1.0,6
B16BVJVB2NE__B16CAPIT1XL,B16BVJVB2NE,Blast 16 Pyro,B16CAPIT1XL,CSVC 16 WOLFJAW,B16,2026-01-18,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,93,B16CAPIT1XL,CSVC 16 WOLFJAW,-15.0,-2.0,1
B16BVJVB2NE__B16CAPIT1XL,B16BVJVB2NE,Blast 16 Pyro,B16CAPIT1XL,CSVC 16 WOLFJAW,B16,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,34,B16CAPIT1XL,CSVC 16 WOLFJAW,-13.0,-2.0,2
B16BVJVB2NE__B16HKJVB2NE,B16BVJVB2NE,Blast 16 Pyro,B16HKJVB2NE,Husky 16.2,B16,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,63,B16HKJVB2NE,Husky 16.2,-8.0,-1.0,1
B16BVJVB2NE__B16HKJVB2NE,B16BVJVB2NE,Blast 16 Pyro,B16HKJVB2NE,Husky 16.2,B16,2026-02-01,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,60,B16HKJVB2NE,Husky 16.2,-11.0,-2.0,2
B16BVJVB2NE__B16LHVBC2NE,B16BVJVB2NE,Blast 16 Pyro,B16LHVBC2NE,LHV Boys 16-2 Hunters,B16,2026-01-18,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,100,B16LHVBC2NE,LHV Boys 16-2 Hunters,-5.0,-2.0,1
B16BVJVB2NE__B16MVPVA2NE,B16BVJVB2NE,Blast 16 Pyro,B16MVPVA2NE,MVP BOS 16 Blue,B16,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,25,B16MVPVA2NE,MVP BOS 16 Blue,-22.0,-2.0,1
B16BVJVB2NE__B16NESVC2NE,B16BVJVB2NE,Blast 16 Pyro,B16NESVC2NE,NE Storm 16 Monsoon,B16,2026-01-17,26NEAAUMLK,26NEAAUMLK-results-for-GEVA-1769543142162.xlsx,24,B16NESVC2NE,NE Storm 16 Monsoon,-7.0,-1.0,1
B16BVJVB2NE__B16NEVBC3NE,B16BVJVB2NE,Blast 16 Pyro,B16NEVBC3NE,NEVBC Boys 16 Blue,B16,2025-11-23,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,124,B16BVJVB2NE,Blast 16 Pyro,-4.0,1.0,1
B16BVJVB2NE__B16NEVBC3NE,B16BVJVB2NE,Blast 16 Pyro,B16NEVBC3NE,NEVBC Boys 16 Blue,B16,2026-03-14,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,48,B16NEVBC3NE,NEVBC Boys 16 Blue,-17.0,-2.0,2
B16BVJVB2NE__B16NEVBC4NE,B16BVJVB2NE,Blast 16 Pyro,B16NEVBC4NE,NEVBC Boys 16 Orange,B16,2025-11-22,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,28,B16BVJVB2NE,Blast 16 Pyro,12.0,2.0,1
B16BVJVB2NE__B16NEVBC4NE,B16BVJVB2NE,Blast 16 Pyro,B16NEVBC4NE,NEVBC Boys 16 Orange,B16,2025-11-23,25AAUSeasonOpener,25AAUSeasonOpener-results-for-GEVA-1767074706771.xlsx,131,B16NEVBC4NE,NEVBC Boys 16 Orange,-19.0,-2.0,2
B16BVJVB2NE__B16NEVBC4NE,B16BVJVB2NE,Blast 16 Pyro,B16NEVBC4NE,NEVBC Boys 16 Orange,B16,2026-03-15,AAUBoysReg2026,AAUBoysReg2026-results-for-GEVA-1773668748490.xlsx,170,B16BVJVB2NE,Blast 16 Pyro,4.0,2.0,3
B16BVJVB2NE__B16PVJVB1NE,B16BVJVB2NE,Blast 16 Pyro,B16PVJVB1NE,PV Boys 16 1,B16,2026-01-31,AAUGrandPrixOne2026,GrandPrix1_Boys - Sheet1.csv,95,B16PVJVB1NE,PV Boys 16 1,-12.0,-1.0,1
