team_code,team_name,club,age,team_rank,matches_played,first_match_date,last_match_date,early_win_rate,late_win_rate,delta_win_rate,early_point_margin,late_point_margin,delta_point_margin,early_set_margin,late_set_margin,delta_set_margin,early_expected_win_rate,late_expected_win_rate,delta_expected_win_rate,early_performance_above_expected,late_performance_above_expected,delta_performance_above_expected,early_close_match_win_rate,late_close_match_win_rate,delta_close_match_win_rate,is_reliable_sample
B18XTREM2GE,Xtreme 18 National Kelly,XTREM,18,2,9,2026-02-06,2026-02-08,0.6,0.8,0.20000000000000007,4.6,2.2,-2.3999999999999995,0.6,0.8,0.20000000000000007,0.5584373600101744,0.5444927965183921,-0.013944563491782302,0.0415626399898255,0.25550720348160794,0.21394456349178242,0.3333333333333333,1.0,0.6666666666666667,True
B16LCVBC1GE,Legacy Boys 16 National,LCVBC,16,1,8,2026-02-06,2026-02-08,0.0,0.2,0.2,-7.4,-5.8,1.6000000000000005,-1.6,-1.0,0.6000000000000001,0.41454294548922965,0.401151787156663,-0.013391158332566655,-0.41454294548922965,-0.201151787156663,0.21339115833256667,0.0,0.3333333333333333,0.3333333333333333,True
B15SPTMC3GE,Sportime 15 3,SPTMC,15,3,7,2026-02-06,2026-02-08,0.2,0.4,0.2,-6.0,-1.6,4.4,-1.0,-0.6,0.4,0.44173082865001323,0.42895064488589957,-0.012780183764113662,-0.24173082865001322,-0.028950644885899525,0.2127801837641137,0.3333333333333333,0.6666666666666666,0.3333333333333333,True
B17CSJVB1NE,MEVBC/CT STARS 17 1,CSJVB,17,1,10,2026-01-31,2026-03-15,0.0,0.2,0.2,-6.0,-12.6,-6.6,-1.4,-1.4,0.0,0.3943272880119199,0.38600419126153357,-0.008323096750386338,-0.3943272880119199,-0.18600419126153356,0.20832309675038635,0.0,0.5,0.5,True
B18SPTMC2GE,Sportime 18 2,SPTMC,18,2,8,2026-02-06,2026-02-08,0.2,0.4,0.2,-11.8,-6.4,5.4,-1.0,-0.6,0.4,0.3676782082210951,0.37558328593215307,0.007905077711057973,-0.16767820822109508,0.024416714067846967,0.19209492228894204,0.0,0.0,0.0,True
B18118281XX,PWVolleyball 18 1,11828,18,1,20,2026-01-17,2026-03-15,0.6,0.8,0.20000000000000007,5.6,4.8,-0.7999999999999998,0.4,1.0,0.6,0.6073801494694996,0.6152939157684975,0.00791376629899787,-0.007380149469499564,0.1847060842315026,0.19208623370100214,0.0,0.5,0.5,True
B14HKJVB1NE,Husky 14.1,HKJVB,14,1,9,2026-01-31,2026-03-15,0.2,0.4,0.2,-14.4,-10.2,4.200000000000001,-1.4,-0.8,0.5999999999999999,0.38421299442100765,0.4072147447208483,0.02300175029984064,-0.18421299442100764,-0.007214744720848243,0.1769982497001594,0.5,0.5,0.0,True
B18NESVC2NE,NE Storm 18 Squall,NESVC,18,2,18,2025-11-22,2026-03-15,0.4,0.6,0.19999999999999996,-1.8,2.8,4.6,0.0,0.4,0.4,0.4571506148386601,0.48407517477124884,0.026924559932588743,-0.05715061483866013,0.11592482522875117,0.1730754400674113,0.0,0.5,0.5,True
B15ALLIN1FL,AVA 15 Boys,ALLIN,15,1,8,2026-02-06,2026-02-08,0.6,0.8,0.20000000000000007,5.0,18.0,13.0,0.4,1.2,0.7999999999999999,0.6466651378666144,0.684778702745104,0.0381135648784896,-0.046665137866614484,0.11522129725489602,0.16188643512151052,0.0,0.0,0.0,True
B14RRJVB1NE,Boston United Boys 14-1,RRJVB,14,1,24,2025-11-22,2026-03-15,0.4,0.6,0.19999999999999996,-7.4,12.0,19.4,-0.4,0.4,0.8,0.6291116253597495,0.6677909519610444,0.03867932660129492,-0.22911162535974947,-0.06779095196104441,0.16132067339870504,0.0,0.0,0.0,True
B15SPTMC4GE,Sportime 15 4,SPTMC,15,4,8,2026-02-06,2026-02-08,0.4,0.6,0.19999999999999996,-5.2,-10.2,-4.999999999999999,-0.2,0.2,0.4,0.34026252197754875,0.39267544366950274,0.052412921691953995,0.05973747802245122,0.20732455633049723,0.14758707830804602,1.0,1.0,0.0,True
B16CAPIT1XL,CSVC 16 WOLFJAW,CAPIT,16,1,27,2025-12-20,2026-03-15,0.6,0.8,0.20000000000000007,2.2,4.8,2.5999999999999996,0.4,1.0,0.6,0.6076487838130548,0.6617788901988761,0.054130106385821386,-0.007648783813054727,0.1382211098011238,0.14586989361417851,0.3333333333333333,0.0,-0.3333333333333333,True
B17NESVC2NE,NE Storm 17 Landslide,NESVC,17,2,23,2025-11-22,2026-03-15,0.4,0.4,0.0,-4.2,-5.8,-1.5999999999999996,-0.4,-0.6,-0.19999999999999996,0.47577951992708556,0.33632428599237135,-0.1394552339347142,-0.07577951992708556,0.06367571400762864,0.1394552339347142,0.5,1.0,0.5,True
B18CSJVB1NE,MEVBC/CT STARS 18 1,CSJVB,18,1,10,2026-01-31,2026-03-15,0.0,0.2,0.2,-15.2,-9.4,5.799999999999999,-1.6,-1.0,0.6000000000000001,0.2845305587436867,0.34911801055786035,0.06458745181417364,-0.2845305587436867,-0.14911801055786034,0.13541254818582638,,0.0,,True
B18HKJVB3NE,Husky 18.3,HKJVB,18,3,10,2026-01-31,2026-03-15,0.4,0.6,0.19999999999999996,1.8,3.8,1.9999999999999998,0.0,0.2,0.2,0.5283784556620906,0.5977397660280709,0.06936131036598026,-0.1283784556620907,0.002260233971929082,0.13063868963401978,0.5,,,True
B14ROCVC1GE,Rockland VBC 14 1,ROCVC,14,1,7,2026-02-06,2026-02-08,0.2,0.4,0.2,-19.0,-9.2,9.8,-1.2,-0.4,0.7999999999999999,0.31766286429855123,0.3941475666684511,0.07648470236989985,-0.11766286429855125,0.005852433331548901,0.12351529763010015,0.5,0.6666666666666666,0.16666666666666663,True
B15NYCVA1GE,NYC VBA 15 Nomad,NYCVA,15,1,13,2026-01-31,2026-02-08,0.6,0.6,0.0,7.0,0.0,-7.0,0.4,0.2,-0.2,0.6285104418696333,0.5051919271494718,-0.12331851472016153,-0.028510441869633273,0.09480807285052816,0.12331851472016142,0.0,1.0,1.0,True
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,1,26,2025-11-22,2026-02-08,0.4,0.6,0.19999999999999996,-4.4,-5.6,-1.1999999999999993,-0.8,0.2,1.0,0.3602503958621416,0.4374014182599595,0.0771510223978179,0.03974960413785844,0.16259858174004047,0.12284897760218202,1.0,1.0,0.0,True
B16NEVBC3NE,NEVBC Boys 16 Blue,NEVBC,16,3,10,2025-11-22,2026-03-15,0.4,0.4,0.0,-8.6,-7.8,0.7999999999999998,-0.6,-0.4,0.19999999999999996,0.3987188545622892,0.27803793540215815,-0.12068091916013107,0.0012811454377107511,0.12196206459784183,0.12068091916013107,1.0,,,True
B17LCVBC1GE,Legacy Boys 17 National,LCVBC,17,1,8,2026-02-06,2026-02-08,0.4,0.6,0.19999999999999996,-0.6,7.6,8.2,-0.2,0.4,0.6000000000000001,0.5239775564066587,0.6100069749550703,0.08602941854841162,-0.12397755640665867,-0.010006974955070302,0.11397058145158837,0.25,0.0,-0.25,True
B14COQUI1PU,BORINQUEN COQUI 14M Pirito,COQUI,14,1,8,2026-02-06,2026-02-08,1.0,1.0,0.0,33.2,29.4,-3.8000000000000043,2.0,2.0,0.0,0.8567645897049821,0.7445916919727913,-0.11217289773219086,0.1432354102950179,0.2554083080272087,0.1121728977321908,,1.0,,True
B15SPTMC5GE,Sportime 15 Lynbrook,SPTMC,15,5,7,2026-02-06,2026-02-08,0.2,0.4,0.2,-11.2,-4.2,6.999999999999999,-1.2,-0.4,0.7999999999999999,0.3559357143513298,0.4499644199756254,0.0940287056242956,-0.1559357143513298,-0.04996441997562544,0.10597129437570436,0.3333333333333333,0.5,0.16666666666666669,True
B16BVJVB2NE,Blast 16 Pyro,BVJVB,16,2,23,2025-11-22,2026-03-15,0.4,0.4,0.0,-11.0,-6.6,4.4,-0.6,-0.4,0.19999999999999996,0.5764481510900281,0.47384072222339235,-0.10260742886663576,-0.17644815109002815,-0.07384072222339233,0.10260742886663582,,1.0,,True
B15TACCU1GE,Accuracy 15 Champ,TACCU,15,1,13,2025-11-22,2026-02-08,0.6,0.6,0.0,0.4,1.2,0.7999999999999999,0.2,0.2,0.0,0.5719150732422795,0.47316044978953736,-0.09875462345274216,0.02808492675772044,0.12683955021046264,0.0987546234527422,0.0,1.0,1.0,True
B15LHVBC1NE,LHV Boys 15-1 Eclipse,LHVBC,15,1,10,2025-11-22,2026-02-01,0.4,0.4,0.0,-7.8,0.0,7.8,-0.8,0.0,0.8,0.48555284436301366,0.39303880317948914,-0.09251404118352452,-0.08555284436301372,0.006961196820510862,0.09251404118352458,0.0,0.6666666666666666,0.6666666666666666,True
B17SPTMC3GE,Sportime 17 3,SPTMC,17,3,9,2026-02-06,2026-02-08,0.8,0.8,0.0,1.6,6.4,4.800000000000001,0.8,1.0,0.19999999999999996,0.6048263538139005,0.5158119125286236,-0.08901444128527691,0.19517364618609953,0.2841880874713764,0.08901444128527689,0.5,0.75,0.25,True
B15SYRVB1XL,SVC 15 1 Boys,SYRVB,15,1,9,2026-01-17,2026-01-19,1.0,1.0,0.0,20.0,16.6,-3.3999999999999986,2.0,2.0,0.0,0.7762847664508026,0.6875895144785135,-0.08869525197228911,0.22371523354919737,0.3124104855214866,0.08869525197228922,,1.0,,True
B16MVPVA1NE,MVP BOS 16 Black,MVPVA,16,1,17,2025-11-22,2026-02-08,0.4,0.4,0.0,3.2,0.8,-2.4000000000000004,0.0,-0.2,-0.2,0.5837600643496035,0.4972226102657311,-0.08653745408387237,-0.18376006434960362,-0.09722261026573112,0.0865374540838725,0.0,0.0,0.0,True
B18VENGE1OV,18 - Lusher,VENGE,18,1,9,2026-02-06,2026-02-08,1.0,1.0,0.0,15.8,8.8,-7.0,1.8,1.8,0.0,0.7216082614746003,0.6400684817082809,-0.08153977976631943,0.27839173852539967,0.3599315182917192,0.08153977976631954,,,,True
B17HKJVB2NE,Husky 17.2,HKJVB,17,2,10,2026-01-31,2026-03-15,0.6,0.6,0.0,6.2,1.6,-4.6,0.4,0.2,-0.2,0.5882808081381148,0.515421289543989,-0.07285951859412576,0.01171919186188527,0.08457871045601102,0.07285951859412575,1.0,0.5,-0.5,True
B15CAPIT1XL,CSVC 15 PANTHERS,CAPIT,15,1,24,2025-12-20,2026-03-15,0.4,0.6,0.19999999999999996,-7.8,7.8,15.6,-0.4,0.4,0.8,0.34557059545037905,0.4828941758756346,0.13732358042525555,0.054429404549620954,0.11710582412436539,0.06267641957474443,0.0,,,True
B18MVNER2NE,Meraki VB 18 2,MVNER,18,2,16,2025-11-22,2026-03-15,0.4,0.6,0.19999999999999996,2.0,2.0,0.0,-0.6,0.4,1.0,0.4249552071879714,0.5623455753776809,0.1373903681897095,-0.02495520718797145,0.03765442462231909,0.06260963181029054,1.0,0.5,-0.5,True
B16SJJVB1NE,SMASH Boys 16-1,SJJVB,16,1,11,2025-12-20,2026-02-01,1.0,1.0,0.0,14.4,14.8,0.40000000000000036,2.0,1.8,-0.19999999999999996,0.6367703036423693,0.5764057970115316,-0.0603645066308377,0.3632296963576306,0.4235942029884684,0.06036450663083781,1.0,1.0,0.0,True
B14SPTMC3GE,Sportime 14 3,SPTMC,14,3,8,2026-02-06,2026-02-08,0.0,0.2,0.2,-22.0,-11.4,10.6,-1.8,-1.2,0.6000000000000001,0.2665621959233029,0.40705041890041294,0.14048822297711006,-0.2665621959233029,-0.2070504189004129,0.05951177702288998,,0.3333333333333333,,True
B17CORE11GE,CORE Boys 17 Platinum,CORE1,17,1,7,2026-02-06,2026-02-08,0.8,0.8,0.0,11.6,6.2,-5.3999999999999995,1.4,1.0,-0.3999999999999999,0.6835774576317647,0.6241887940832738,-0.05938866354849093,0.11642254236823524,0.17581120591672622,0.05938866354849098,1.0,0.5,-0.5,True
B17LCVBC2GE,Legacy Boys 17 Premier,LCVBC,17,2,7,2026-02-06,2026-02-08,0.6,0.6,0.0,-2.2,-2.0,0.20000000000000018,0.2,0.2,0.0,0.5076316785586202,0.4487649872218652,-0.05886669133675504,0.09236832144137971,0.15123501277813478,0.05886669133675507,0.75,0.6666666666666666,-0.08333333333333337,True
B16LEGIO1XL,TeamLVC Boys 16 Black,LEGIO,16,1,20,2025-12-20,2026-03-15,1.0,1.0,0.0,10.6,9.4,-1.1999999999999993,1.6,1.6,0.0,0.6451697123340537,0.5883143011719818,-0.056855411162071934,0.35483028766594626,0.411685698828018,0.05685541116207171,1.0,1.0,0.0,True
B16NYCVA1GE,NYC VBA 16 Hudson,NYCVA,16,1,13,2026-01-31,2026-02-08,0.6,0.6,0.0,3.6,2.0,-1.6,0.4,0.2,-0.2,0.5773371314477819,0.5205608348228521,-0.05677629662492978,0.022662868552218062,0.07943916517714791,0.05677629662492985,0.3333333333333333,0.3333333333333333,0.0,True
B18MVNER1NE,Meraki VB 18 1,MVNER,18,1,10,2025-11-22,2026-02-01,0.6,0.6,0.0,-0.2,-1.0,-0.8,0.4,0.2,-0.2,0.5127444660894567,0.46038692437713935,-0.052357541712317324,0.0872555339105434,0.13961307562286068,0.05235754171231728,0.75,1.0,0.25,True
B15RRJVB1NE,Boston United Boys 15 National,RRJVB,15,1,25,2025-11-22,2026-03-15,1.0,1.0,0.0,15.4,15.6,0.1999999999999993,2.0,2.0,0.0,0.7568832231668742,0.7049928812806765,-0.05189034188619768,0.24311677683312585,0.29500711871932356,0.051890341886197705,,1.0,,True
B18DIGSV1GE,Digs Boys 18 Red,DIGSV,18,1,7,2026-02-06,2026-02-08,0.6,0.6,0.0,2.6,-1.6,-4.2,0.6,0.6,0.0,0.5224309321881049,0.4739569501846737,-0.04847398200343117,0.07756906781189514,0.1260430498153263,0.04847398200343116,0.5,0.75,0.25,True
B17LIFRY1GE,LI Fury 17 1,LIFRY,17,1,7,2026-02-06,2026-02-08,0.6,0.6,0.0,5.8,5.8,0.0,0.8,0.8,0.0,0.6489253851266256,0.6032685808128018,-0.045656804313823796,-0.04892538512662561,-0.003268580812801769,0.04565680431382384,0.0,0.3333333333333333,0.3333333333333333,True
B16SPTMC3GE,Sportime 16 3,SPTMC,16,3,8,2026-02-06,2026-02-08,0.6,0.6,0.0,3.0,1.8,-1.2,0.4,0.6,0.19999999999999996,0.5389630768280399,0.4945982907272121,-0.04436478610082778,0.06103692317196012,0.10540170927278791,0.044364786100827794,0.5,0.6666666666666666,0.16666666666666663,True
