pool_key,team_code,team_name,local_rank,local_rating,wins,losses,matches_played,local_accuracy_pct,usav_national_accuracy_pct,usav_regional_accuracy_pct,local_picks_made,usav_national_picks_made,usav_regional_picks_made,event_name,model,local_edge_vs_usav_national_pp,local_edge_vs_usav_regional_pp,recommended_seed_source
G14,G14OCEAN1GE,Ocean Volleyball 14 National,23,22.88108849711211,4,4,8,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LCVBC1GE,Legacy 14 National,24,22.600672742904557,3,4,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MNJVB1NE,Maine Jrs 14-Gold,25,21.900355482267212,12,0,12,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14SPAVB1XL,Spa City 14 Aqua,26,20.310125570682672,5,8,13,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14ATLAN2GE,AVA 14 Premier 1,27,20.12555833841922,4,3,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14HKJVB2NE,Husky 14 Northeast,28,19.33388512008449,3,0,3,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14GRVBC2NE,GVC 14-Blue,29,18.662555663045573,8,4,12,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LHVBA1GE,LHVA 14 Purple National,30,17.819098739428117,5,2,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LFJVB2NE,603 United 14 Seacoast White,31,16.833517639071193,11,3,14,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14NYCJR3GE,NYC Juniors 14 Orange,32,16.738424526232638,6,1,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14SJVBC1NE,South County 14-Blue,33,15.56002954619362,2,3,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14NYCLI1GE,NYCLI 14 Elite,34,15.434855328619637,3,4,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14DDVBC4NE,Dig Deep 14 Stars,35,15.147009195421546,12,8,20,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14CMJVB1NE,CMASS EDGE 14 Black,36,14.691770012680987,1,5,6,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14NYCVA1GE,NYC VBA 14 Chelsea,37,14.585636910352031,3,5,8,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14HRJVB1NE,HardRock 14,38,14.348476455528628,9,0,9,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14TTVBC1NE,SLAM 14P Black,39,14.247480329127306,12,3,15,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LFJVB1NE,603 United 14 Seacoast Black,40,14.152832223226024,4,9,13,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14NEVBC3NE,Northeast 14 Blue,41,13.879794366858135,7,6,13,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14CMJVB2NE,CMASS EDGE 14 Blue,42,13.643396270963574,4,1,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14GREEN1GE,Asphalt Green VBC 14-Green,43,12.659823027533376,5,2,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MXVBC1NE,Max Performance 14 Jaz,44,12.361275330874598,10,4,14,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LEGIO1XL,TeamLVC 14 Black,45,11.886202345388568,5,7,12,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14RRJVB1NE,Boston United 14 National,46,11.106256585523845,8,7,15,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MGJVB4NE,MGA 14's Red,47,10.088014671590487,9,2,11,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MGJVB2NE,MGA 14's Silver,48,10.067652352213162,7,3,10,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14GAJVB1NE,Gators 14 Black,49,9.99954592993953,4,1,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MGJVB1NE,MGA 14's Gold,50,9.72759227248552,7,3,10,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14TRICO2GE,TriCounty ATTACK 14 2,51,9.40361173474979,5,4,9,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14NYCIV1GE,NYC Impact 14U Black,52,9.37940094638012,3,4,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14118022XX,NYCLBVC 14U WHITE,53,8.041052952551365,3,4,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14118021XX,NYCLBVC 14U BLUE,54,7.881040822618763,4,3,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14DIGSV2GE,Digs 14 WHITE,55,7.716123667702371,3,5,8,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LHVBC2NE,LHV Girls 14-2 Blast,56,7.546936690709373,3,2,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LUNAR5GEX,CCC - Hawks 14,57,7.077257608108651,4,3,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14CJJVB1NE,CT Juniors 14 National,58,6.845181831066483,2,3,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14BEVNY1GE,BEV 14 Empire,59,6.429779644283691,2,5,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14DIGSV1GE,Digs 14 RED,60,6.240182161519856,1,6,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14SJVBC2NE,South County 14-Gold,61,5.851688587142006,3,2,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LDNER3NE,Lockdown VBC 14 Herons,62,5.841686300023486,7,4,11,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14AVVBC1NE,Avidity 14 Ruby,63,5.5991864271473055,7,8,15,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14CSJVB1NE,CT STARS 14s Victoria,64,4.633069176744889,3,2,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14EYNER1NE,ENVY 14 SANDSTORM,65,4.5738853838330495,13,9,22,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14RENAS1KE,Renaissance 14 Black,66,4.40754697589737,4,3,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14CACLI5GE,CALI 14 Gold,67,4.38224614502024,2,5,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14NYCVA2GE,NYC VBA 14 Noho,68,4.2238800739324205,3,4,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14SSVBC1NE,SSVBC 14 1,69,4.16852435337694,1,4,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MCJVB2NE,Mill City 14 Orange,70,4.127866260163636,9,7,16,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14BEVNY2GE,BEV 14 Elite,71,3.5990648886643184,1,5,6,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14NSJVB1NE,NH Seacoast 14 Premier,72,3.4908392204048067,5,11,16,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14113231XX,EliteZ 14 GIRLS HP BLACK,73,2.9742075865262834,12,12,24,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LEGIO2XL,TeamLVC 14 Pink,74,2.675696170194511,6,4,10,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LHVBC3NE,LHV Girls 14-3 Firestorm,75,2.4955964934324832,6,4,10,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14NETHG1XL,NET 14 Force,76,2.370706162517191,2,3,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14TCJAG1XL,Jaguars 14u Black,77,2.277705482264775,3,2,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MNJVB2NE,Maine Jrs 14-Silver,78,1.963382622953504,4,2,6,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14CACLI4GE,CALI 14 Gold North,79,1.4076275136922858,3,3,6,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14NEVBC4NE,Northeast 14 Orange,80,1.1207877382350127,9,5,14,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LCVBC2GE,Legacy 14 Premier Natalie,81,0.12623096547155477,3,4,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14BVJVB1NE,Blast 14U Jungle Cats,82,-0.5660539717004291,8,8,16,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14SURGE1GE,LI Surge 14 Premier Blue,83,-0.5824539094448682,7,6,13,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14HKJVB3NE,Husky 14 New England Red,84,-0.635759708395633,2,1,3,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14HKJVB4NE,Husky 14 New England Black,85,-0.9161148799155363,1,2,3,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14BEVNY3GE,BEV 14 Skyline,86,-0.9745654961067318,3,4,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MAJVB2NE,Mass Premier 14 1 White,87,-1.203825552597269,6,4,10,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14SRVBC1NE,SURGE 14 BLUE,88,-1.4336837768994166,5,5,10,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14CJVBA6GE,CJVA 14 Ruby,89,-1.5148823477370366,3,5,8,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14TRICO1GE,TriCounty ATTACK 14 1,90,-1.6032312884019735,2,3,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14CACLI6GE,CALI 14 Gold South,91,-1.6168144633585566,1,6,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14IGVBC1NE,Ignite 14 Black,92,-2.1341063482766947,14,4,18,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LFJVB4NE,603 United 14 Central Blue,93,-2.347596252247465,13,3,16,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LHVBA2GE,LHVA 14 Black Travel,94,-2.3978771657072713,2,3,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14SUCES1GE,SA 14 1,95,-2.7211787336186735,0,12,12,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14GAJVB2NE,Gators 14 Green,96,-2.8829308928608812,5,1,6,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MAJVB1NE,Mass Premier 14 1 Blue,97,-2.9748642176079976,3,5,8,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14RRJVB2NE,Boston United 14 Northeast,98,-3.2580596615456123,6,10,16,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14SURGE4GE,LI Surge 14 2 North,99,-3.355282946803875,1,6,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14VERSE1GE,NYC Volley Verse 14 Gold,100,-3.5264713636086187,2,6,8,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14AVVBC2NE,Avidity 14 Jade,101,-3.6903615187778556,5,6,11,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LFJVB3NE,603 United 14 Seacoast Blue,102,-3.759213235693437,11,5,16,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14VERSE2GE,NYC Volley Verse 14 Navy,103,-4.178806075745748,2,4,6,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MGJVB5NE,MGA 14's Stars,104,-4.379124692741756,0,5,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14RRJVB3NE,Boston United 14 Select - Aria,105,-5.226267200211749,6,5,11,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14119131XX,Millbury Storm 14,106,-6.010374500948119,6,1,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14PVJVB4NE,PV 14 Select North,107,-6.441518064477796,4,1,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14LHVBC4NE,LHV Girls 14-4 Triumph,108,-6.845133481477093,6,4,10,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14TTVBC2NE,SLAM 14P Red,109,-6.856805359231874,6,10,16,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14PVJVB3NE,PV 14 Pink Panthers,110,-7.101594518079455,1,4,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14GREEN2GE,Asphalt Green VBC 14-White,111,-7.13709318701485,1,6,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14SJVBC3NE,South County 14-White,112,-7.567969164483253,3,2,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14CMJVB3NE,CMASS EDGE 14 White,113,-7.672947014222135,4,4,8,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MAJVB3NE,Mass Premier 14 2 Blue,114,-8.055581515678949,10,5,15,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MAJVB4NE,Mass Premier 14 2 White,115,-9.621484143288399,13,4,17,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14CJVBA5GE,CJVA 14 Red,116,-9.81714576947825,3,5,8,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14SURGE2GE,LI Surge 14 Premier White,117,-11.080638797134089,4,7,11,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14RRJVB4NE,Boston United 14 Select - Mollie,118,-12.043909322363417,7,4,11,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MNJVB3NE,Maine Jrs 14-Bronze,119,-12.074549763271076,4,2,6,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MAJVB5NE,Mass Premier 14 2 Gold,120,-12.63302772061656,10,11,21,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14BVJVB2NE,Blast 14U Raptors,121,-12.851223027320628,7,8,15,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14PROVA3GE,Prodigy 14.3 Club,122,-12.962024126689268,1,7,8,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14CSJVB2NE,CT STARS 14s Chuk,123,-13.036808571078511,3,2,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MGJVB6NE,MGA 14's Stripes,124,-13.608617715060042,3,2,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14TTVBC3NE,SLAM 14R White,125,-15.303138712390403,6,5,11,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14113232XX,EliteZ 14 GIRLS CARBON,126,-15.68057592162726,5,6,11,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14VVVBC1NE,Vibe Girls 14u Joey,127,-15.736832453079423,2,3,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14RRJVB5NE,Boston United 14 Sapphire,128,-16.287545702868137,5,5,10,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MCJVB3NE,Mill City 14 Blue,129,-16.511777595950907,1,5,6,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14112721XX,X2 Volleyball 14 1,130,-16.527964345650904,6,15,21,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14TUSVA1GE,Train Up VB 14 1,131,-17.669415874684667,0,5,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14RRJVB6NE,Boston United 14 Steel,132,-18.226156652322814,7,4,11,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14EYNER2NE,ENVY 14 THUNDER,133,-19.278796388473292,4,11,15,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MIVBC2NE,Mass Impact 14 Lara,134,-20.17061729000175,3,8,11,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14PROVA4GE,Prodigy 14.4 Club,135,-20.228489077270684,4,5,9,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14SJVBC4NE,South County 14-Black,136,-20.432910485181974,4,1,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14SURGE3GE,LI Surge 14 2 South,137,-21.817310483757826,0,7,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MIVBC1NE,Mass Impact 14 Sam,138,-24.09549266699791,0,11,11,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14BEVNY4GE,BEV 14 High Rise,139,-24.398725771254803,0,7,7,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14GAJVB3NE,Gators 14 White,140,-24.41634313130882,4,6,10,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14IGVBC2NE,Ignite 14 Red,141,-24.713223435004053,5,10,15,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14MGJVB19NE,MGA 14's Eagles,142,-25.04557412976059,0,4,4,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14119491XX,Vale 14 1,143,-25.812889683977893,2,3,5,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14HRJVB2NE,HardRock 13/14,144,-26.41633152652902,6,6,12,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
G14,G14117755XX,ValleyVBC White,145,-26.769940983813107,5,10,15,81.35593220338984,81.3953488372093,75.0,177.0,43.0,36.0,AAUSpringKickOff26,massey,-0.03941663381945659,6.355932203389841,usav_national
