team_code,team_name,club,age,opponent_code,opponent_name,pool_key,event_date,Event,matchup_meeting_number,team_won,point_margin_for_team,set_margin_for_team,expected_win_prob,performance_above_expected
B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,B14NEVBC1NE,NEVBC Boys 14.1,B14,2026-03-14,,1,False,-32.0,-2.0,0.12483640410979258,-0.12483640410979258
B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,B14RRJVB1NE,Boston United Boys 14-1,B14,2026-01-18,,1,False,-18.0,-2.0,0.16481371832611957,-0.16481371832611957
B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,B14RRJVB1NE,Boston United Boys 14-1,B14,2026-03-14,,2,False,-19.0,-2.0,0.16481371832611957,-0.16481371832611957
B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,B14RRJVB2NE,Boston United Boys 13 Select 1,B14,2026-03-15,,1,False,6.0,-1.0,0.4027263637929719,-0.4027263637929719
B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,B14SAVBC1XL,Sporting Albany Boys 14u,B14,2025-12-20,,1,False,-23.0,-2.0,0.24951284575380173,-0.24951284575380173
B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,B14SJJVB1NE,SMASH Boys 14-1,B14,2025-12-21,,1,False,-31.0,-2.0,0.10594245900059159,-0.10594245900059159
B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,B14SJJVB2NE,SMASH Boys 14's Thunder,B14,2025-12-21,,1,False,-11.0,-2.0,0.4083152052343828,-0.4083152052343828
B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,B14SJJVB2NE,SMASH Boys 14's Thunder,B14,2025-12-21,,2,False,-7.0,-2.0,0.4083152052343828,-0.4083152052343828
B14CAPIT2XL,CSVC 14 SAWTEETH,CAPIT,14,B14SJJVB2NE,SMASH Boys 14's Thunder,B14,2026-03-14,,3,False,-4.0,-1.0,0.4083152052343828,-0.4083152052343828
B14COQUI1PU,BORINQUEN COQUI 14M Pirito,COQUI,14,B14117901XX,Torrimar 14 1,B14,2026-02-08,,1,True,18.0,2.0,0.5714762345683029,0.4285237654316971
B14COQUI1PU,BORINQUEN COQUI 14M Pirito,COQUI,14,B14CAPIT1XL,CSVC 14 CASCADE,B14,2026-02-06,,1,True,31.0,2.0,0.8571827280330592,0.14281727196694083
B14COQUI1PU,BORINQUEN COQUI 14M Pirito,COQUI,14,B14CORE11GE,CORE Boys 14 Platinum,B14,2026-02-08,,1,True,18.0,2.0,0.6423994952514048,0.35760050474859517
B14COQUI1PU,BORINQUEN COQUI 14M Pirito,COQUI,14,B14LHVBC1NE,LHV Boys 14-1 Premier,B14,2026-02-07,,1,True,30.0,2.0,0.8130495369492771,0.18695046305072294
B14COQUI1PU,BORINQUEN COQUI 14M Pirito,COQUI,14,B14LIFRY1GE,LI Fury 14 1,B14,2026-02-06,,1,True,29.0,2.0,0.8652632188098801,0.1347367811901199
B14COQUI1PU,BORINQUEN COQUI 14M Pirito,COQUI,14,B14MVPVA1NE,MVP BOS 14 Black,B14,2026-02-07,,1,True,41.0,2.0,0.8264707738132744,0.17352922618672562
B14COQUI1PU,BORINQUEN COQUI 14M Pirito,COQUI,14,B14ROCVC1GE,Rockland VBC 14 1,B14,2026-02-06,,1,True,36.0,2.0,0.878765045450997,0.12123495454900302
B14COQUI1PU,BORINQUEN COQUI 14M Pirito,COQUI,14,B14SPTMC3GE,Sportime 14 3,B14,2026-02-07,,1,True,40.0,2.0,0.8695624192816972,0.1304375807183028
B14CORE11GE,CORE Boys 14 Platinum,CORE1,14,B14COQUI1PU,BORINQUEN COQUI 14M Pirito,B14,2026-02-08,,1,False,-18.0,-2.0,0.35760050474859534,-0.35760050474859534
B14CORE11GE,CORE Boys 14 Platinum,CORE1,14,B14LCVBC1GE,Legacy Boys 14 Premier,B14,2026-02-06,,1,True,21.0,2.0,0.786686258524452,0.21331374147554805
B14CORE11GE,CORE Boys 14 Platinum,CORE1,14,B14LHVBC1NE,LHV Boys 14-1 Premier,B14,2026-02-06,,1,True,9.0,2.0,0.7076823824732286,0.29231761752677143
B14CORE11GE,CORE Boys 14 Platinum,CORE1,14,B14LHVBC1NE,LHV Boys 14-1 Premier,B14,2026-02-07,,2,True,19.0,2.0,0.7076823824732286,0.29231761752677143
B14CORE11GE,CORE Boys 14 Platinum,CORE1,14,B14LIFRY1GE,LI Fury 14 1,B14,2026-02-07,,1,True,25.0,2.0,0.7814124904585189,0.2185875095414811
B14CORE11GE,CORE Boys 14 Platinum,CORE1,14,B14MVPVA1NE,MVP BOS 14 Black,B14,2026-02-07,,1,True,24.0,2.0,0.7261198729447029,0.2738801270552971
B14CORE11GE,CORE Boys 14 Platinum,CORE1,14,B14SPTMC2GE,Sportime 14 2,B14,2026-02-06,,1,True,28.0,2.0,0.719762223961988,0.28023777603801203
B14CORE11GE,CORE Boys 14 Platinum,CORE1,14,B14TACCU1GE,Accuracy 14 Champ,B14,2026-02-08,,1,True,16.0,2.0,0.5174135278671456,0.48258647213285444
B14HKJVB1NE,Husky 14.1,HKJVB,14,B13SJJVB1NE,SMASH Boys 13-1,MIXED,2026-01-31,,1,False,-12.0,-2.0,0.38255900258470393,-0.38255900258470393
B14HKJVB1NE,Husky 14.1,HKJVB,14,B14CAPIT1XL,CSVC 14 CASCADE,B14,2026-03-14,,1,False,-0.0,-1.0,0.5173805544346497,-0.5173805544346497
B14HKJVB1NE,Husky 14.1,HKJVB,14,B14CAPIT2XL,CSVC 14 SAWTEETH,B14,2026-03-15,,1,True,-1.0,1.0,0.6356196061255523,0.36438039387444765
B14HKJVB1NE,Husky 14.1,HKJVB,14,B14MVPVA1NE,MVP BOS 14 Black,B14,2026-02-01,,1,False,-14.0,-2.0,0.45965878928870735,-0.45965878928870735
B14HKJVB1NE,Husky 14.1,HKJVB,14,B14RRJVB2NE,Boston United Boys 13 Select 1,B14,2026-01-31,,1,True,8.0,1.0,0.5404821672878988,0.4595178327121012
B14HKJVB1NE,Husky 14.1,HKJVB,14,B14RRJVB2NE,Boston United Boys 13 Select 1,B14,2026-03-15,,2,True,18.0,1.0,0.5404821672878988,0.4595178327121012
B14HKJVB1NE,Husky 14.1,HKJVB,14,B14SAVBC1XL,Sporting Albany Boys 14u,B14,2026-01-31,,1,False,-26.0,-2.0,0.3670693150656578,-0.3670693150656578
B14HKJVB1NE,Husky 14.1,HKJVB,14,B14SJJVB1NE,SMASH Boys 14-1,B14,2026-02-01,,1,False,-28.0,-2.0,0.17129569787807022,-0.17129569787807022
B14HKJVB1NE,Husky 14.1,HKJVB,14,B14SJJVB1NE,SMASH Boys 14-1,B14,2026-03-14,,2,False,-40.0,-3.0,0.17129569787807022,-0.17129569787807022
B14LCVBC1GE,Legacy Boys 14 Premier,LCVBC,14,B14CAPIT1XL,CSVC 14 CASCADE,B14,2026-02-07,,1,False,-3.0,-1.0,0.47532648952048345,-0.47532648952048345
B14LCVBC1GE,Legacy Boys 14 Premier,LCVBC,14,B14CORE11GE,CORE Boys 14 Platinum,B14,2026-02-06,,1,False,-21.0,-2.0,0.21331374147554802,-0.21331374147554802
B14LCVBC1GE,Legacy Boys 14 Premier,LCVBC,14,B14LHVBC1NE,LHV Boys 14-1 Premier,B14,2026-02-06,,1,False,-22.0,-2.0,0.39629876946917547,-0.39629876946917547
B14LCVBC1GE,Legacy Boys 14 Premier,LCVBC,14,B14LIFRY1GE,LI Fury 14 1,B14,2026-02-07,,1,False,-13.0,-2.0,0.4922134456136853,-0.4922134456136853
B14LCVBC1GE,Legacy Boys 14 Premier,LCVBC,14,B14ROCVC1GE,Rockland VBC 14 1,B14,2026-02-08,,1,True,15.0,2.0,0.5224667960567265,0.4775332039432735
B14LCVBC1GE,Legacy Boys 14 Premier,LCVBC,14,B14SPTMC2GE,Sportime 14 2,B14,2026-02-06,,1,False,-12.0,-2.0,0.4105280212045576,-0.4105280212045576
B14LCVBC1GE,Legacy Boys 14 Premier,LCVBC,14,B14SPTMC3GE,Sportime 14 3,B14,2026-02-08,,1,True,12.0,2.0,0.5015589763678866,0.4984410236321134
B14LCVBC1GE,Legacy Boys 14 Premier,LCVBC,14,B14TACCU1GE,Accuracy 14 Champ,B14,2026-02-07,,1,False,-32.0,-2.0,0.2252406334553333,-0.2252406334553333
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14117752XX,ValleyVBC Elite Boys,B14,2025-11-22,,1,False,-19.0,-2.0,0.33227057234288704,-0.33227057234288704
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14117752XX,ValleyVBC Elite Boys,B14,2025-11-23,,2,False,-8.0,-2.0,0.33227057234288704,-0.33227057234288704
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14117752XX,ValleyVBC Elite Boys,B14,2026-01-18,,3,False,-18.0,-2.0,0.33227057234288704,-0.33227057234288704
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14117752XX,ValleyVBC Elite Boys,B14,2026-01-31,,4,False,-17.0,-3.0,0.33227057234288704,-0.33227057234288704
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14CAPIT1XL,CSVC 14 CASCADE,B14,2026-01-17,,1,False,-10.0,-2.0,0.5798449082219177,-0.5798449082219177
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14CAPIT1XL,CSVC 14 CASCADE,B14,2026-02-08,,2,True,6.0,1.0,0.5798449082219177,0.4201550917780823
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14CAPIT2XL,CSVC 14 SAWTEETH,B14,2026-01-18,,1,True,10.0,2.0,0.6918939050258629,0.3081060949741371
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14CAPIT2XL,CSVC 14 SAWTEETH,B14,2026-01-19,,2,True,10.0,1.0,0.6918939050258629,0.3081060949741371
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14COQUI1PU,BORINQUEN COQUI 14M Pirito,B14,2026-02-07,,1,False,-30.0,-2.0,0.1869504630507229,-0.1869504630507229
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14CORE11GE,CORE Boys 14 Platinum,B14,2026-02-06,,1,False,-9.0,-2.0,0.29231761752677143,-0.29231761752677143
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14CORE11GE,CORE Boys 14 Platinum,B14,2026-02-07,,2,False,-19.0,-2.0,0.29231761752677143,-0.29231761752677143
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14LCVBC1GE,Legacy Boys 14 Premier,B14,2026-02-06,,1,True,22.0,2.0,0.6037012305308246,0.3962987694691754
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14MVPVA1NE,MVP BOS 14 Black,B14,2025-11-22,,1,True,4.0,0.0,0.5227019203427578,0.47729807965724225
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14MVPVA1NE,MVP BOS 14 Black,B14,2025-11-23,,2,True,9.0,2.0,0.5227019203427578,0.47729807965724225
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14MVPVA1NE,MVP BOS 14 Black,B14,2026-01-17,,3,True,7.0,2.0,0.5227019203427578,0.47729807965724225
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14MVPVA1NE,MVP BOS 14 Black,B14,2026-01-19,,4,True,-3.0,1.0,0.5227019203427578,0.47729807965724225
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14MVPVA1NE,MVP BOS 14 Black,B14,2026-02-08,,5,True,6.0,2.0,0.5227019203427578,0.47729807965724225
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14RRJVB1NE,Boston United Boys 14-1,B14,2025-11-22,,1,True,17.0,2.0,0.30707058586622726,0.6929294141337727
B14LHVBC1NE,LHV Boys 14-1 Premier,LHVBC,14,B14RRJVB1NE,Boston United Boys 14-1,B14,2025-11-23,,2,False,-10.0,-2.0,0.30707058586622726,-0.30707058586622726
