team_code,team_name,club,age,gender,matches_played,checkpoint_count,rolling_start_rating,rolling_end_rating,rolling_rating_delta,rolling_trend_slope,pct_up_steps,pct_down_steps,pct_flat_steps,net_step_movement,expanding_start_rating,expanding_end_rating,expanding_rating_delta,expanding_trend_slope,expanding_pct_up_steps,expanding_pct_down_steps,expanding_pct_flat_steps,expanding_net_step_movement,massey_start_rating,massey_end_rating,massey_rating_delta,massey_rating_slope,massey_trend_raw,massey_trend_z
B18MMVBC1NE,Mayhem 18 1,MMVBC,18,B,10,6,-6.951864035087726,10.71115477311786,17.663018808205585,3.6676522083207,1.0,0.0,0.0,17.663018808205585,-6.951864035087726,1.8796453690150678,8.831509404102794,1.7444058295569498,1.0,0.0,0.0,8.831509404102794,-5.999999999999992,11.139690426634688,17.13969042663468,2.9524659409377056,3.6676522083207,1.3567342257030934
B18PWRSP1SU,PSA Power 18,PWRSP,18,B,8,4,8.03992548947285,18.71469380886906,10.674768319396211,3.622286001522441,1.0,0.0,0.0,10.674768319396211,8.03992548947285,12.335841136768703,4.295915647295853,1.433795286501385,1.0,0.0,0.0,4.295915647295853,1.9999999999953622,20.173920447569426,18.173920447574062,3.29343364018742,3.622286001522441,1.3405519908177237
B18MVNER1NE,Meraki VB 18 1,MVNER,18,B,10,6,-0.46381578947368957,17.00234205039515,17.46615783986884,3.402601951056741,1.0,0.0,0.0,17.466157839868842,-0.46381578947368957,8.26926313046073,8.733078919934421,1.6994285203732828,1.0,0.0,0.0,8.733078919934421,-8.000000000000005,16.125152493995174,24.12515249399518,2.7711418247668296,3.402601951056741,1.2621901625737593
B17SJJVB2NE,SMASH Boys 17 Chaos,SJJVB,17,B,11,7,-1.1085397179218566,17.41317944078264,18.521719158704496,3.265028518099044,0.8333333333333334,0.16666666666666666,0.0,18.521719158704496,-1.1085397179218566,9.314983159581246,10.423522877503103,1.6394460380573168,1.0,0.0,0.0,10.423522877503103,-3.2750000000002446,17.36505716174334,20.640057161743584,2.616376552532955,3.265028518099044,1.2131173887355564
B18DIGSV1GE,Digs Boys 18 Red,DIGSV,18,B,7,3,6.635731089950606,13.094509016057003,6.458777926106397,3.2293889630531987,1.0,0.0,0.0,6.458777926106397,6.635731089950606,8.915889907938,2.2801588179873944,1.1400794089936972,1.0,0.0,0.0,2.2801588179873944,-2.000000000004436,14.812759828859557,16.812759828863992,3.1202179278392514,3.2293889630531987,1.200404673883142
B18NYCIV1GE,NYC Impact 18 National,NYCIV,18,B,8,4,7.354931875344374,16.638992683471265,9.284060808126892,3.0827910318976395,1.0,0.0,0.0,9.284060808126892,7.354931875344374,11.086870427169842,3.7319385518254675,1.2367508726904979,1.0,0.0,0.0,3.7319385518254675,2.000000000005758,18.005596106525548,16.00559610651979,2.7789518418300916,3.0827910318976395,1.148112839870704
B18SJJVB2NE,SMASH Boys 18's Force,SJJVB,18,B,10,6,0.544452200020608,15.986852333890221,15.442400133869613,3.0288029562485135,1.0,0.0,0.0,15.442400133869613,0.544452200020608,8.265652266955414,7.721200066934806,1.490856866421761,1.0,0.0,0.0,7.721200066934806,-0.9999999999999822,16.123270905857684,17.123270905857666,2.3488758804943295,3.0288029562485135,1.128855163665851
B15ALLIN1FL,AVA 15 Boys,ALLIN,15,B,8,4,-11.848929315894006,-3.163485426946528,8.685443888947479,2.91518066051526,1.0,0.0,0.0,8.685443888947479,-11.848929315894006,-7.927976524131939,3.9209527917620672,1.2953225115133968,1.0,0.0,0.0,3.9209527917620672,-19.37395098547671,-2.474617422352151,16.89933356312456,2.7194410145744756,2.91518066051526,1.0883258179802648
B14COQUI1PU,BORINQUEN COQUI 14M Pirito,COQUI,14,B,8,4,17.432045369609337,24.631578548321137,7.1995331787118,2.5195319885489016,1.0,0.0,0.0,7.1995331787118,17.432045369609337,20.738487813814196,3.3064424442048583,1.1079204258053483,1.0,0.0,0.0,3.3064424442048583,14.499999999999968,27.39991321398093,12.899913213980962,2.3218648219193048,2.5195319885489016,0.9471969867708222
B14ROCVC1GE,Rockland VBC 14 1,ROCVC,14,B,7,3,-19.99315766987359,-14.99186083038885,5.0012968394847395,2.5006484197423697,1.0,0.0,0.0,5.0012968394847395,-19.99315766987359,-18.581681657048485,1.411476012825105,0.7057380064125525,1.0,0.0,0.0,1.411476012825105,-27.87498286705086,-15.94564748195004,11.92933538510082,2.2021416167272743,2.5006484197423697,0.9404611724396785
