team_code,team_name
G15LIBER1CH,Libero 15 HUSKIES
G15LIVBI1GE,LI Blaze VBC 15
G15LUNAR5GEX,Lunar 15 1
G15MAJVB1NE,Mass Premier 15 1
G15MAJVB2NE,Mass Premier 15 2
G15MAJVB3NE,Mass Premier 15 2
G15MAJVB4NE,Mass Premier 15-3 Blue
G15MAJVB5NE,Mass Premier 15-3 White
G15MAPVB3NE,Mass Power VB 15 Pink
G15MAVRK1OV,Maverick 15 Maroon
G15MCJVB1NE,Mill City 15's
G15MCJVB2NE,Mill City 15 Orange
G15MCJVB3NE,Mill City 15 Blue
G15MCJVB4NE,Mill City 15 Teal
G15MGJVB18NE,MGA 15's Hawks
G15MGJVB19NE,MGA 15's Falcons
G15MGJVB1NE,MGA 15's South
G15MGJVB20NE,MGA 15's Tigers
G15MGJVB25NE,MGA 15's Eagles
G15MGJVB2NE,MGA 15's North
G15MGJVB3NE,MGA 15's Stars
G15MGJVB4NE,MGA 15's Stripes
G15MGJVB5NE,MGA 15's White
G15MGJVB6NE,MGA 15's Black
G15MIVBC1NE,Mass Impact 15 Brent
G15MIVBC2NE,Mass Impact 15 Kayla
G15MIVBC3NE,Mass Impact 15 Sarah
G15MNJVB1NE,Maine Jrs 15-National
G15MNJVB2NE,Maine Jrs 15 Gold
G15MNJVB4NE,Maine Jrs 15 Bronze
G15MNJVB7NE,Maine Jrs 15 Silver
G15MOMET2FL,Momentum 15 Neon
G15MXVBC1NE,Max Performance 15 Brad
G15NESVC1NE,NE Storm 15 Tempest
G15NEVBC1NE,Northeast 15.1
G15NEVBC2NE,Northeast 15.2
G15NEVBC3NE,Northeast 15 Blue
G15NEVBC4NE,Northeast 15 Orange
G15NEVBC5NE,Northeast 15 Black
G15NSJVB1NE,NH Seacoast 15 Open
G15NYCIV1GE,NYC Impact 15U National
G15NYCJR1GE,NYC Juniors 15 National
G15NYCJR2GE,NYC Juniors 15 Blue
G15NYCJR3GE,NYC Juniors 15 Orange
G15NYCJR4GE,NYC Juniors 15 SI
G15NYCLI1GE,NYCLI 15 Elite
G15NYCVA1GE,NYC VBA 15 Soho
G15OCEAN1GE,Ocean Volleyball 15 National
G15PARAD1WE,Paradigm Ruckus
G15PARAD2WE,Paradigm Racket
G15PINVA1GE,PVA 15 National Summit
G15PINVA2GE,PVA 15 National Peak
G15PROVA4GE,Prodigy 15.4 Club
G15PROVA5GE,Prodigy 15.5 Club
G15PVJVB1NE,PV 15 National
G15PVJVB3NE,PV 15 Elite
G15RENAS1KE,Renaissance 15 Black
G15RENAS2KE,Renaissance 15 Red
G15ROCKA1GE,RVT 15-1 Surf
G15ROCKA2GE,RVT 15-2 Swim
G15ROCKA3GE,RVT 15-3 Sail
G15RRJVB10NE,Boston United 15 Diamond
G15RRJVB11NE,Boston United 15 Cobalt
G15RRJVB12NE,Boston United 15 Graphite
G15RRJVB1NE,Boston United 15 National
G15RRJVB2NE,Boston United 15 Northeast
G15RRJVB3NE,Boston United 15 Select 1
G15RRJVB4NE,Boston United 15 Sapphire
G15RRJVB5NE,Boston United 15 Steel
G15RRJVB6NE,Boston United 15 Titanium
G15RRJVB7NE,Boston United 15 Silver
G15RRJVB8NE,Boston United 15 Onyx
G15RRJVB9NE,Boston United 15 Chrome
G15SAJVB1NE,SA Elite 15 American
G15SGHVB1NE,Starlings GH 15 1
G15SIVBC1NE,SISU VB 15 1
G15SJJVB1NE,SMASH 15s
G15SJJVB2NE,SMASH 15s Power
G15SJJVB3NE,SMASH 15s Lava
G15SJVBC1NE,South County 15-Blue
G15SJVBC2NE,South County 15-Gold
G15SJVBC3NE,South County 15-White
G15SJVBC4NE,South County 15-Black
G15SOSVB1GE,Sideout 15N Artem
G15SPAVB1XL,Spa City 15 Aqua
G15SPAVB2XL,Spa City 15 Coral
G15SPAVB3XL,Spa City 15 Navy
G15SRVBC1NE,SURGE 15 YELLOW
G15SSVBC1NE,SSVBC 15 1
G15SURGE1GE,LI Surge 15 Premier Blue
G15SURGE2GE,LI Surge 15 Premier White
G15SURGE3GE,LI Surge 15 2 South
G15TCJAG1XL,Jaguars 15u Black
G15TCJVB1NE,Nova 15 Premier Kim
G15TCJVB3NE,Nova 15 Select Lauren
G15TCJVB4NE,Nova 15 Regional
G15TCJVB5NE,Nova 14/15 Select Addison
G15TRICO1GE,TriCounty ATTACK 15 1
G15TTVBC1NE,SLAM 15P Black
G15TTVBC2NE,SLAM 15P Red
G15TTVBC3NE,SLAM 15P White
G15TTVBC4NE,SLAM 15R Grey
G15TTVBC5NE,SLAM 15R Silver
G15UNVBC2NE,Unity 15 Girls Silver Shamrocks
G15USANY1XL,USANY Calculus 15 1
G15VERSE1GE,NYC Volley Verse 15 Gold
G15VERSE2GE,NYC Volley Verse 15 Navy
G15VERSE3GE,NYC Volley Verse 15 SI Gold
G15VOLFX1WE,VolleyFX 15 Chant
G15WHIRL1XL,Whirlwind VBC 15 1
G15XTREM1GE,Xtreme 15 USA Cindy
G16112721XX,X2 Volleyball 16 1
G16113231XX,EliteZ 16 GIRLS HP BLACK
G16113232XX,EliteZ 16 GIRLS CARBON
G16113233XX,EliteZ 16 GIRLS SILVER
G16117971XX,16U BPR 16 1
G16118021XX,NYCLBVC 16U BLUE ELITE
G161181910XX,SI SPIKES 16 12
G16516EL1GE,516 Elite 16 Black
G16AAVBC1NE,AVA 16 Venom
G16ALBMR1CR,ARVC 16U Orange
G16APXTC1OV,Apex VBTC 16 Apex Red
G16APXTC2OV,Apex VBTC 16 Apex White
G16AVVBC1NE,Avidity 16 Onyx
G16AVVBC2NE,Avidity 16 Ruby
G16BEVNY1GE,BEV 16 Empire
G16BEVNY2GE,BEV 16 Elite
G16BEVNY3GE,BEV 16 Skyline
G16BEVNY4GE,BEV 16 High Rise
G16BVJVB1NE,Blast 16U Tigers
G16BVJVB2NE,Blast 16U Vipers
G16BVJVB3NE,Blast 16U Jaguars
G16BWVBC1FL,BWVC 16 Mizuno Elite
G16CACLI1GE,CALI 16 Black
G16CACLI4GE,CALI 16 Gold Elite
G16CACLI5GE,CALI 16 Gold North
G16CACLI6GE,CALI 16 Gold South
G16CACLI7GE,CALI 16 White North
G16CACLI8GE,CALI 16 White South
G16CAMYV1NE,CYVB 16 1
G16CAPVC1GE,Capitals 16 National
G16CJJVB1NE,CT Juniors 16 National
G16CJJVB2NE,CT Juniors 16 Premier
G16CJVBA5GE,CJVA 16 Ruby
G16CJVBA6GE,CJVA 16 Red
G16CMJVB1NE,CMASS EDGE 16 Black
G16CMJVB2NE,CMASS EDGE 16 Blue
G16CMJVB3NE,CMASS EDGE 16 White
G16CRJVB1NE,CRVBC 16 1 Hawks
G16CSJVB1NE,CT STARS 16s Don
G16CSJVB2NE,CT STARS 16s Jenna
G16CSJVB3NE,CT STARS 16s Ioanna
G16CTRVB1NE,C3VB 16 1
G16DDVBC1NE,Dig Deep 16 Ginger
G16DDVBC2NE,Dig Deep 16 Platinum
G16DIGSV1GE,Digs 16 RED
G16DIGSV2GE,Digs 16 WHITE
G16DRVBC1NE,Dragons 16 Fyre
G16DRVBC2NE,Dragons 16 Michelle
G16DRVCM1CA,Durham Rebels Alliance
G16ECLPS1GE,Eclipse 16 1
G16EVNER1NE,EVA U16
G16EXVBC1NE,Extreme 16 Purple
G16EXVBC2NE,Extreme 16 Black
G16EYNER1NE,ENVY 16 NATIONAL
G16EYNER2NE,ENVY 16 BLIZZARD
G16EYNER3NE,ENVY 16 HURRICANE
G16EYNER4NE,ENVY 16 WILDFIRE
G16EYNER5NE,ENVY 16 EARTHQUAKE
G16FGSVA1FL,Gulfside 16U Select
G16GAJVB1NE,Gators 16 Black
G16GAJVB3NE,Gators 16 Green
G16GREEN1GE,Asphalt Green VBC 16-Green
G16GRVBC1NE,GVC 16-1
G16GRVBC2NE,GVC 16-2
G16GSVBC1NE,GSVC 16 Navy
G16HEVBA9NE,HEVBA 16 99
G16HHVBC3NE,Hawks 16 Lathrop
G16HKJVB1NE,Husky 16 National
G16HKJVB2NE,Husky 16 Northeast Red
G16HKJVB3NE,Husky 16 Northeast Black
G16HKJVB4NE,Husky 16 New England Red
G16HKJVB5NE,Husky 16 New England Black
G16HRJVB1NE,HardRock 16
G16IGVBC1NE,Ignite 16 Black
G16IGVBC2NE,Ignite 16 Red
G16INNOV1PU,InnovativeVC 16 1 Robert
G16JHEAT2GE,CJHEAT 16 2
G16JHEAT3GE,CJHEAT 16 3
G16KNGHT1GE,LIKVBC 16
G16LCVBC1GE,Legacy 16 National
G16LCVBC3GE,Legacy 16 Premier
G16LDNER1NE,Lockdown VBC 16 Hawks
G16LDNER2NE,Lockdown VBC 16 Falcons
G16LDNER3NE,Lockdown VBC 16 Thunder Birds
G16LEGIO1XL,TeamLVC 16 Black
G16LEGIO2XL,TeamLVC 16 Pink
G16LEGIO3XL,TeamLVC 16 White
G16LEGRO2GE,Allegro 16 Ruby
G16LEGRO3GE,Allegro 16 Scarlet
G16LFJVB1NE,603 United 16 Seacoast Black
G16LFJVB2NE,603 United 16 Seacoast White
G16LFJVB3NE,603 United 16 Central White
G16LFJVB4NE,603 United 16 Seacoast Blue
G16LFJVB6NE,603 United 16 Central Blue
G16LHVBA1GE,LHVA 16 Purple National
G16LHVBA2GE,LHVA 16 Black Travel
G16LHVBC1NE,LHV Girls 16-1 Surge
G16LHVBC2NE,LHV Girls 16-2 Askari
G16LHVBC3NE,LHV Girls 16-3 Braves
G16LHVBC4NE,LHV Girls 16-4 Ragers
G16LIBER1CH,LIBERO 16 HUSKIES
G16LUNAR5GEX,CCC - Hawks 16
G16MAJVB1NE,Mass Premier 16 1
G16MAJVB2NE,Mass Premier 16 2
G16MAJVB3NE,Mass Premier 16 3
G16MAPVB2NE,Mass Power VB 16 Pink
G16MAPVB3NE,Mass Power VB 16 Black
G16MAVRK1OV,Maverick 16 Maroon
G16MCJVB1NE,Mill City 16's
G16MCJVB2NE,Mill City 16 Royal
G16MCJVB3NE,Mill City 16 Orange
G16MCJVB4NE,Mill City 16 Black
G16MCJVB5NE,Mill City 16 Blue
G16MCJVB6NE,Mill City 16 Teal
G16MGJVB19NE,MGA 16's Condors
G16MGJVB1NE,MGA 16's North
G16MGJVB20NE,MGA 16's Jaguars
G16MGJVB21NE,MGA 16's Pumas
G16MGJVB2NE,MGA 16's South
G16MGJVB3NE,MGA 16's Stars
G16MGJVB4NE,MGA 16's Stripes
G16MGJVB5NE,MGA 16's Black
G16MGJVB6NE,MGA 16's White
G16MIVBC1NE,Mass Impact 16 Mae
G16MIVBC2NE,Mass Impact 16 Celia
G16MIVBC3NE,Mass Impact 16 Maddi
G16MIVBC4NE,Mass Impact 16 Cam
G16MIVBC5NE,Mass Impact 16 Murph
G16MNJVB1NE,Maine Jrs 16 National
G16MNJVB2NE,Maine Jrs 16 Gold
G16MNJVB3NE,Maine Jrs 16 Silver
G16MNJVB4NE,Maine Jrs 16 Bronze
G16MOMET1FL,Momentum 16 Neon
G16MVNER1NE,Meraki VB 16 1
G16MXVBC1NE,Max Performance 16 Jess
G16MXVBC2NE,Max Performance 16 Tony
G16NESVC1NE,NE Storm 16 Avalanche
G16NESVC2NE,NE Storm 16 Cyclone
G16NESVC3NE,NE Storm 16 Earthquake
G16NESVC4NE,NE Storm 16 Twister
G16NETHG2XL,NET 16 Lightning
G16NEVBC1NE,Northeast 16.1
G16NEVBC2NE,Northeast 16.2
G16NEVBC3NE,Northeast 16.3
G16NEVBC4NE,Northeast 16 Blue
G16NEVBC5NE,Northeast 16 Orange
G16NEVBC6NE,Northeast 16 Black
G16NSJVB1NE,NH Seacoast 16 Open
G16NYCIV1GE,NYC Impact 16U National
G16NYCIV2GE,NYC Impact 16U Travel
G16NYCJR1GE,NYC Juniors 16 National
G16NYCJR5GE,NYC Juniors 16 Brooklyn
G16NYCLI1GE,NYCLI 16 Elite
G16NYCVA1GE,NYC VBA 16 Broadway
G16OCEAN1GE,Ocean Volleyball 16 National
G16OCLEV1GE,OC Lady Elite 16 Black
G16PARAD1WE,Paradigm Rebellion
G16PARAD2WE,Paradigm Rumble
G16PIEDR10PU,LPV-16U
G16PINVA1GE,PVA 16 National Summit
G16PINVA2GE,PVA 16 National Peak
G16PROVA1GE,Prodigy 16.1 Premier
G16PROVA2GE,Prodigy 16.2 Elite
G16PROVA3GE,Prodigy 16.3 Elite
G16PROVA4GE,Prodigy 16.4 Club
G16PROVA5GE,Prodigy 16.5 Club
G16PVJVB1NE,PV 16 National
G16PVJVB2NE,PV 16 Elite
G16PVJVB3NE,PV 16 Select
G16RENAS1KE,Renaissance 16 Black
G16RENAS2KE,Renaissance 16 Red
G16ROCKA1GE,RVT 16-1 Surf
G16ROCKA2GE,RVT 16-2 Swim
G16RRJVB1NE,Boston United 16 National
G16RRJVB2NE,Boston United 16 Northeast
G16RRJVB3NE,Boston United 16 Select 1
G16RRJVB4NE,Boston United 16 Select 2
G16RRJVB5NE,Boston United 16 Sapphire
G16RRJVB6NE,Boston United 16 Steel
G16RRJVB7NE,Boston United 16 Titanium
G16RRJVB8NE,Boston United 16 Silver
G16SAJVB1NE,SA Elite 16 American
G16SAJVB2NE,SA Elite 16 American Impact
G16SAJVB3NE,SA Elite 16 American Ice
G16SGHVB1NE,Starlings GH 16 1
G16SGHVB2NE,Starlings GH 16 2
G16SHVBC1NE,NE Shock 16 1
G16SIVBC1NE,SISU VB 16 1
G16SJJVB1NE,SMASH 16s
G16SJJVB2NE,SMASH 16s Sparks
G16SJJVB3NE,SMASH 16's Extreme
G16SJVBC1NE,South County 16- National
G16SJVBC2NE,South County 16-Blue
G16SJVBC3NE,South County 16-Gold
G16SJVBC4NE,South County 16-White
G16SOSVB1GE,Sideout 16N Cooper
G16SOSVB2GE,Sideout 16N Carly
G16SPAVB1XL,Spa City 16 Aqua
G16SPAVB2XL,Spa City 16 Coral
G16SPKRS1GE,SpikeHers 16 Blue
G16SRVBC1NE,SURGE 16 RED
G16SRVBC2NE,SURGE 16 GREEN
G16SSVBC1NE,SSVBC 16 1
G16SSVBC2NE,SSVBC 16 2
G16SURGE1GE,LI Surge 16 Premier
G16TCJAG1XL,Jaguars 16u Black
G16TCJAG2XL,Jaguars 16u Purple
G16TCJVB2NE,Nova 16 Premier Megan
G16TCJVB3NE,Nova 16 Select Gianna
G16TCJVB4NE,Nova 16 Regional
G16TRICO1GE,TriCounty ATTACK 16 1
G16TRICO2GE,TriCounty ATTACK 16 2
G16TTVBC1NE,SLAM 16P Black
G16TTVBC2NE,SLAM 16P Red
G16TTVBC3NE,SLAM 16P White
G16TTVBC4NE,SLAM 16R Silver
G16TTVBC5NE,SLAM 16R Crimson
G16TTVBC6NE,SLAM 16R Platinum
G16UNVBC1NE,Unity 16 Girls Gold Valkeries
G16USANY1XL,USANY Fortitude 16 - 1
G16VERSE1GE,NYC Volley Verse 16 Gold
G16VERSE2GE,NYC Volley Verse 16 Navy
G16VOLFX1WE,VolleyFX 16 Mantra
G16VPVBC10NE,Viper 16 Teal
G16WAREN1GE,Warren Sixpack 16 red
G16WAREN2GE,Warren Sixpack 16 black
G16WAREN3GE,Warren Sixpack 16 white
G16XTREM3GE,Xtreme 16 Regional Poppy
G17113231XX,EliteZ 17 GIRLS HP BLACK
G17117971XX,17U BPR 17 1
G17118021XX,NYCLBVC 17U BLUE ELITE
G17118022XX,NYCLBVC 17U WHITE
G17118611XX,JVC 17 1
G171191980XX,COL. SANTANDER
G17AAVBC1NE,AVA 17 Elites
G17ATACK1GE,Attack 17 1
G17ATLAN2GE,AVA 17 Premier 1
G17AVVBC1NE,Avidity 17 Diamond
G17BEVNY1GE,BEV 17 Empire
G17BEVNY2GE,BEV 17 Elite
G17BEVNY3GE,BEV 17 Skyline
G17BUFLO1FL,Buffalo Stampeders-Tre Mann Elite 17 1
G17BVJVB1NE,Blast 17U Cobras
G17BVJVB2NE,Blast 17U Panthers
G17CACLI1GE,CALI 17 Black
G17CACLI3GE,CALI 17 Red
G17CACLI4GE,CALI 17 Gold North
G17CAMYV1NE,CYVB 17 1
G17CAPVC1GE,Capitals 17 National
G17CAPVC2GE,Capitals 17 United
G17CAPVC3GE,Capitals 17 Liberty
G17CEDGE1WE,CEVC 17 1
G17CJJVB1NE,CT Juniors 17 National
G17CMJVB1NE,CMASS EDGE 17 Black
G17CMJVB2NE,CMASS EDGE 17 Blue
G17CMJVB3NE,CMASS EDGE 17 White
G17CSJVB1NE,CT STARS 17s Rony
G17CSJVB2NE,CT STARS 17s Abbi
G17CSJVB3NE,CT STARS 17s Delia
G17DDVBC1NE,Dig Deep 17 Ginger
G17DIGSV1GE,Digs 17 RED
G17DIGSV2GE,Digs 17 WHITE
G17ELITE1GE,New York Elite 17 Black
G17EYNER1NE,ENVY 17 NATIONAL
G17EYNER2NE,ENVY 17 TSUNAMI
G17EYNER3NE,ENVY 17 LIGHTNING
G17EYNER4NE,ENVY 17 AVALANCHE
G17FCVBC1NE,FCA Volleyball 17 1
G17FGSVA1FL,Gulfside 17U Select
G17GAJVB1NE,Gators 17 Black
G17GEVBC1NE,Generations vbc 17 1
G17GRVBC1NE,GVC 17-1
G17GRVBC2NE,GVC 17-2
G17GSVBC1NE,GSVC 17 Navy
G17HHVBC2NE,Hawks 17 Catalino
G17HHVBC7NE,Hawks 17 Aviles
G17HKJVB1NE,Husky 17 National
G17HKJVB2NE,Husky 17 Northeast Red
G17HKJVB3NE,Husky 17 Northeast Black
G17HKJVB4NE,Husky 17 New England
G17HRJVB1NE,HardRock 17
G17IGVBC1NE,Ignite 17 Black
G17KNGHT1GE,LIKVBC 17
G17LCVBC1GE,Legacy 17 National
G17LCVBC2GE,Legacy 17 Premier
G17LDNER1NE,Lockdown VBC 17 Phoenix
G17LDNER2NE,Lockdown VBC 17 Blue Jays
G17LDNER3NE,Lockdown VBC 17 Raptors
G17LEGIO1XL,TeamLVC 17 Black
G17LEGIO2XL,TeamLVC 17 Pink
G17LEGRO2GE,Allegro 17 Scarlet
G17LEGRO4GE,Allegro 17 Ruby
G17LFJVB1NE,603 United 17 Seacoast Black
G17LFJVB2NE,603 United 17 Seacoast White
G17LFJVB3NE,603 United 17 Seacoast Blue
G17LHVBA1GE,LHVA 17 Purple National
G17LHVBC1NE,LHV Girls 17-1 Ignite
G17LHVBC2NE,LHV Girls 17-2 Origin
G17LHVBC3NE,LHV Girls 17-3 Apex
G17MAJVB1NE,Mass Premier 17 1
G17MAPVB3NE,Mass Power VB 17 Pink
G17MAVRK1OV,Maverick 17 Maroon
G17MCJVB1NE,Mill City 17's
G17MCJVB2NE,Mill City 17 Orange
G17MCJVB3NE,Mill City 17 Blue
G17MGJVB1NE,MGA 17's South
G17MGJVB20NE,MGA 17's Panthers
G17MGJVB2NE,MGA 17's North
G17MGJVB3NE,MGA 17's White
G17MGJVB4NE,MGA 17's Stars
G17MIVBC1NE,Mass Impact 17 Connor
G17MNJVB1NE,Maine Jrs 17 National
G17MNJVB2NE,Maine Jrs 17 Gold
G17MOMET2FL,Momentum 17 Neon
G17MXVBC1NE,Max Performance 17 Kayla
G17NESVC1NE,NE Storm 17 Hurricane
G17NESVC2NE,NE Storm 17 Blizzard
G17NESVC3NE,NE Storm 17 Heatwave
G17NETHG1XL,NET 17 Force
G17NETHG2XL,NET 17 Lightning
G17NEVBC1NE,Northeast 17.1
G17NEVBC2NE,Northeast 17.2
G17NEVBC3NE,Northeast 17 Blue
G17NEVBC4NE,Northeast 17 Orange
G17NEVBC5NE,Northeast 17 Black
G17NYCIV1GE,NYC Impact 17U Black
G17NYCJR1GE,NYC Juniors 17 National
G17NYCJR2GE,NYC Juniors 17 Travel
G17NYCJR3GE,NYC Juniors 17 SI
G17NYCLI1GE,NYCLI 17 Elite
G17NYCVA1GE,NYC VBA 17 Westside
G17OCEAN1GE,Ocean Volleyball 17 National Jose
G17OCEAN2GE,Ocean Volleyball 17 National Mike
G17OCLEV1GE,OC Lady Elite 17 Black
G17PARAD1WE,Paradigm Revolt
G17PINVA1GE,PVA 17 National Summit
G17PINVA2GE,PVA 17 National Peak
G17PPNER1NE,Pure Passion 17 1
G17PROVA3GE,Prodigy 17.3 Elite
G17PVJVB1NE,PV 17 National
G17PVJVB2NE,PV 17 Elite
G17RENAS1KE,Renaissance 17 Black
G17RENAS2KE,Renaissance 17 Red
G17RRJVB1NE,Boston United 17 National - Kyle
G17RRJVB2NE,Boston United 17 National - Dimitri
G17RRJVB3NE,Boston United 17 Northeast
G17RRJVB4NE,Boston United 17 Select 1
G17RRJVB5NE,Boston United 17 Sapphire
G17SAJVB2NE,SA Elite 17 American
G17SHVBC1NE,NE Shock 17 1
G17SIVBC1NE,SISU VB 17 1
G17SJJVB1NE,SMASH 17s
G17SJJVB2NE,SMASH 17s Black Ice
G17SJJVB3NE,SMASH 17's Focus
G17SJVBC1NE,South County 17-National
G17SJVBC2NE,South County 17-Blue
G17SJVBC3NE,South County 17-Gold
G17SJVBC4NE,South County 17-White
G17SOSVB1GE,Sideout 17N Justin
G17SOSVB2GE,Sideout 17N Artem
G17SPAVB1XL,Spa City 17 Aqua
G17SPAVB3XL,Spa City 17 Coral
G17SPKRS1GE,SpikeHers 17 Gold
G17SRVBC1NE,SURGE 17 ORANGE
G17SRVBC2NE,SURGE 17 TEAL
G17SSVBC1NE,SSVBC 17 1
G17SUCES1GE,SA 17 1
G17SURGE1GE,LI Surge 17 1
G17TCJVB1NE,Nova 17 Premier Cam
G17TCJVB3NE,Nova 17 Regional
G17TTVBC1NE,SLAM 17P Black
G17TTVBC2NE,SLAM 17P Red
G17TTVBC3NE,SLAM 17P White
G17TTVBC4NE,SLAM 17R Silver
G17TTVBC5NE,SLAM 17R Crimson
G17TUSVA1GE,Train Up VB 17 1
G17VERSE1GE,NYC Volley Verse 17 1
G17VOLFX1WE,VolleyFX 17 Rapture
G17VVVBC1NE,Vibe 17u Gold
G17VVVBC2NE,Vibe 17u Silver
G17VVVBC3NE,Vibe Girls 17u Jocelyn
G17WAREN1GE,Warren Sixpack 17 red
G17WAREN2GE,Warren Sixpack 17 black
G17WAREN3GE,Warren Sixpack 17 white
G17WHIRL1XL,Whirlwind VBC 17 1
G17WHIRL2XL,Whirlwind VBC 17 2
G18112721XX,X2 Volleyball 18 1
G18113231XX,EliteZ 18 GIRLS HP BLACK
G18117941XX,X-Performance 17/18
G181190999XX,Tide 18 99
G18AAVBC1NE,AVA 18 Purple Sharks
G18ALLIN1FL,AVA 18 Coral
G18APXTC1OV,Apex VBTC 18 Apex Red
G18BEVNY1GE,BEV 18 Empire
G18BEVNY2GE,BEV 18 Elite
G18BVJVB1NE,Blast 18U Lions
G18CACLI2GE,CALI 18 Blue
G18CEDGE1WE,CEVC 18 1
G18CJJVB1NE,CT Juniors 18 National
G18CMJVB1NE,CMASS EDGE 18 Black
G18CMJVB2NE,CMASS EDGE 18 Blue
G18COQUI2PU,BORINQUEN COQUI CPT 2026
G18CRJVB1NE,CRVBC 18 1 Eagles
G18CTRVB1NE,C3VB 18 1
G18CTRVB2NE,C3VB 18 2
G18DDVBC1NE,Dig Deep 18 Ginger
G18DDVBC2NE,Dig Deep 18 Force
G18DIGSV1GE,Digs 18 RED
G18DRVBC1NE,Dragons 18 Phantoms
G18DRVBC2NE,Dragons 18 Emily
G18DRVBC3NE,Dragons 18 Erica
G18DSTJN1GE,Downstate (N) 18 Cobras
G18EASTS1WE,Eastside Ice Tempest
G18ESVBC1OV,ESO 18 Elite
G18EYNER1NE,ENVY 18 CYCLONE
G18EYNER2NE,ENVY 18 TORNADO
G18FCVBC1NE,FCA Volleyball 18 1
G18FVNER1NE,Fusion 18 Premier
G18FVNER2NE,Fusion Elite
G18FVNER3NE,Fusion 18 Elite
G18GAJVB1NE,Gators 18 Black
G18GAJVB2NE,Gators 18 Green
G18GREEN1GE,Asphalt Green VBC 18-Green
G18GSVBC1NE,GSVC 18 Navy
G18HHVBC1NE,Hawks 18 Lathrop
G18HKJVB1NE,Husky 18 National
G18HKJVB2NE,Husky 18 Northeast
G18HOOMA1AH,Ho'omau 18U Alex
G18HRJVB1NE,HardRock 18
G18JHEAT2GE,CJHEAT 18 2
G18KNGHT1GE,LIKVBC 18
G18LCVBC1GE,Legacy 18 National Odaly
G18LCVBC2GE,Legacy 18 National Marcus
G18LDNER1NE,Lockdown VBC 18 Eagles
G18LDNER2NE,Lockdown VBC 18 Ospreys
G18LEGIO1XL,TeamLVC 18 Black
G18LEGRO4GE,Allegro 18 Scarlet
G18LFJVB1NE,603 United 18 Seacoast Black
G18LFJVB2NE,603 United 18 Seacoast White
G18LFJVB3NE,603 United 18 Central White
G18LIVBI1GE,LI Blaze VBC 18
G18MAJVB1NE,Mass Premier 18 1
G18MAPVB3NE,Mass Power VB 18 Pink
G18MCJVB1NE,Mill City 18’s
G18MCJVB3NE,Mill City 18 Orange
G18MCJVB4NE,Mill City 18 Blue
G18MGJVB1NE,MGA 18's White
G18MGJVB2NE,MGA 18's Black
G18MIVBC1NE,Mass Impact 18 Shannon
G18MIVBC2NE,Mass Impact 18 Mike
G18MIVBC3NE,Mass Impact 18 Chris
G18MIVBC4NE,Mass Impact 18 Curro
G18MIVBC5NE,Mass Impact 18 Morgan
G18MNJVB1NE,Maine Jrs 18 National
G18MNJVB3NE,Maine Jrs 18-Silver
G18MNJVB4NE,Maine Jrs 18 Bronze
G18MWJVB1NE,Metrowest VBC 18 Gold
G18MWJVB2NE,Metrowest VBC 18 Navy
G18NESVC1NE,NE Storm 18 Typhoon
G18NESVC2NE,NE Storm 18 Downburst
G18NETHG1XL,NET 18 Force
G18NEVBC1NE,Northeast 18.1
G18NEVBC2NE,Northeast 18.2
G18NEVBC3NE,Northeast 18 Blue
G18NSJVB1NE,NH Seacoast 18 Premier
G18NXTLV1PU,Next Level 18 1
G18NYCIV1GE,NYC Impact 18U Black
G18NYCJR1GE,NYC Juniors 18 National
G18NYCLI1GE,NYCLI 18 Elite
G18NYCVA1GE,NYC VBA 18 Amsterdam
G18OCLEV1GE,OC Lady Elite 18 Black
G18PARAD1WE,Paradigm Revolution
G18PIEDR15PU,LPV-18U
G18PPNER1NE,Pure Passion 18 1
G18PRINC1GE,Princeton 18 Black
G18PVJVB1NE,PV 18 National
G18PVJVB2NE,PV 18 Elite
G18RENAS1KE,Renaissance 18 Black
G18RRJVB1NE,Boston United 18 National
G18RRJVB2NE,Boston United 18 Northeast
G18RRJVB3NE,Boston United 18 Select
G18SAJVB1NE,SA Elite 18 American
G18SAVBC1XL,Sporting Albany Girls 18 Blue
G18SAVBC2XL,Sporting Albany Girls 18 Orange
G18SGHVB1NE,Starlings GH 18 1
G18SHVBC1NE,NE Shock 18 1
G18SIVBC1NE,SISU VB 18 1
G18SJJVB1NE,SMASH 18s
G18SJJVB2NE,SMASH 18s Attack
G18SJVBC1NE,South County 18-Blue
G18SOSVB1GE,Sideout 18N Elvis
G18SOSVB2GE,Sideout 18N Jamie
G18SPAVB1XL,Spa City 18 Aqua
G18SPAVB2XL,Spa City 18 Coral
G18SRVBC1NE,SURGE 18 PINK
G18SSVBC1NE,SSVBC 18 1
G18SSVBC2NE,SSVBC 18 2
G18STARQ1GE,Starlings NYC Queens 18 1
G18SURGE1GE,LI Surge 18 Premier
G18TCJVB1NE,Nova 18 Premier Matt
G18TTVBC1NE,SLAM 18P Black
G18TTVBC2NE,SLAM 18R Red
G18TUSVA1GE,Train Up VB 18 1
G18UNVBC1NE,Unity 18 Girls National Banshees
G18UNVBC2NE,Unity 18 Girls Silver Krakens
G18USANY1XL,USANY Fortitude 18 - 1
G18USANY2XL,USANY Patience 18 - 2
G18USANY3XL,USANY Five Rivers 18 - 3
G18VOLFX1WE,VolleyFX 18 Magic
G18VOLFX2WE,VolleyFX 18 Mystery
G18VPVBC10NE,Viper 18 Purple
