team_code,rating,matches_played,wins,losses,model,pool_key,rank
B18SJJVB1NE,1668.8294618171033,6,6,0,elo_margin,B18,1
B18NESVC1NE,1668.3585616584571,17,13,4,elo_margin,B18,2
B18CAPIT1XL,1660.4427956434909,10,9,1,elo_margin,B18,3
B18SJVBC2NE,1648.2319082101994,6,6,0,elo_margin,B18,4
B18PVJVB2NE,1631.707700380729,17,11,6,elo_margin,B18,5
B18LEGIO1XL,1620.202135546778,9,8,1,elo_margin,B18,6
B18SJVBC1NE,1614.8808971134677,5,5,0,elo_margin,B18,7
B18MMVBC2NE,1603.2449165950725,10,8,2,elo_margin,B18,8
B18NEVBC1NE,1599.7321822057575,6,5,1,elo_margin,B18,9
B18SJJVB3NE,1582.3038468223065,8,6,2,elo_margin,B18,10
B18118281XX,1567.508223471528,6,4,2,elo_margin,B18,11
B18MVPVA2NE,1560.6064943904744,11,7,4,elo_margin,B18,12
B18VTVBC1NE,1551.2689509654267,8,6,2,elo_margin,B18,13
B18PVJVB1NE,1534.9774476338505,8,4,4,elo_margin,B18,14
B18MVNER1NE,1522.205507775384,10,6,4,elo_margin,B18,15
B18SJJVB2NE,1518.818804896769,8,4,4,elo_margin,B18,16
B18HKJVB3NE,1509.3229815194059,5,2,3,elo_margin,B18,17
B18LHVBC1NE,1499.0014961471973,10,5,5,elo_margin,B18,18
B18MVNER2NE,1495.2112183334254,10,5,5,elo_margin,B18,19
B18NESVC2NE,1494.0604505548165,13,6,7,elo_margin,B18,20
B18PVJVB4NE,1491.9521689745745,14,7,7,elo_margin,B18,21
B18MMVBC1NE,1491.4589919481182,10,4,6,elo_margin,B18,22
B18MVPVA1NE,1491.0353941975486,11,6,5,elo_margin,B18,23
B18PVJVB3NE,1479.9785267958657,14,7,7,elo_margin,B18,24
B18HKJVB1NE,1478.7792579881832,5,2,3,elo_margin,B18,25
B18NEVBC2NE,1478.5782996886687,6,3,3,elo_margin,B18,26
B18SAVBC1XL,1459.3061683314997,2,0,2,elo_margin,B18,27
B18LHVBC2NE,1449.2172312166067,16,7,9,elo_margin,B18,28
B18HKJVB2NE,1449.189665157614,5,2,3,elo_margin,B18,29
B18RRJVB1NE,1446.7851953218756,12,4,8,elo_margin,B18,30
B18RRJVB2NE,1444.1310262727977,17,6,11,elo_margin,B18,31
B18BVJVB1NE,1441.7284513890097,17,7,10,elo_margin,B18,32
B18NYCVA1GE,1441.4851478064513,5,1,4,elo_margin,B18,33
B18MCJVB1NE,1438.5544993871767,14,5,9,elo_margin,B18,34
B18TTVBC2NE,1426.17738437159,5,1,4,elo_margin,B18,35
B18NEVBC3NE,1378.816935097773,5,0,5,elo_margin,B18,36
B18CSJVB1NE,1371.8170376781814,5,0,5,elo_margin,B18,37
B18NESVC3NE,1363.3352886809303,13,4,9,elo_margin,B18,38
B18SGHVB1NE,1358.2559430329552,5,0,5,elo_margin,B18,39
B18LHVBC3NE,1357.8428844090686,12,3,9,elo_margin,B18,40
B18BVJVB2NE,1210.6585205718718,16,1,15,elo_margin,B18,41
