team_code,rating,matches_played,wins,losses,model,pool_key,rank
B14SJJVB1NE,1728.261160982673,10,10,0,elo_margin,B14,1
B14117752XX,1631.6777372090492,16,13,3,elo_margin,B14,2
B14NEVBC1NE,1621.484722872396,6,5,1,elo_margin,B14,3
B14TACCU1GE,1601.2906049126625,6,5,1,elo_margin,B14,4
B14SAVBC1XL,1573.8423285129986,9,6,3,elo_margin,B14,5
B14RRJVB1NE,1493.979336511176,18,9,9,elo_margin,B14,6
B14RRJVB2NE,1447.3415080208742,4,1,3,elo_margin,B14,7
B14HKJVB1NE,1446.0003183118536,4,1,3,elo_margin,B14,8
B14LHVBC1NE,1444.8363562382613,18,8,10,elo_margin,B14,9
B14SJJVB2NE,1421.5164151528497,10,4,6,elo_margin,B14,10
B14MVPVA1NE,1410.3326895499497,18,5,13,elo_margin,B14,11
B14CAPIT1XL,1378.5610944288321,12,2,10,elo_margin,B14,12
B14CAPIT2XL,1300.8757272964242,13,3,10,elo_margin,B14,13
