team_code,rating,matches_played,wins,losses,model,pool_key,rank
B16LEGIO1XL,1717.7356882753509,14,13,1,elo_margin,B16,1
B16SJJVB1NE,1657.2243156633358,6,6,0,elo_margin,B16,2
B16SAVBC1XL,1641.5051456860087,11,7,4,elo_margin,B16,3
B16SYRVB1XL,1639.4447470866992,8,7,1,elo_margin,B16,4
B16CAPIT1XL,1604.2142359357545,9,7,2,elo_margin,B16,5
B16NESVC1NE,1587.6416617853217,17,11,6,elo_margin,B16,6
B16NEVBC2NE,1587.3719176387972,6,5,1,elo_margin,B16,7
B16NESVC2NE,1583.6995539814407,7,5,2,elo_margin,B16,8
B16MCJVB1NE,1580.6877402711254,15,11,4,elo_margin,B16,9
B16LHVBC1NE,1566.2160691195506,11,8,3,elo_margin,B16,10
B16SJJVB2NE,1561.2460704157322,11,6,5,elo_margin,B16,11
B16118971XX,1549.6164977484832,12,8,4,elo_margin,B16,12
B16HKJVB1NE,1547.8794038803544,6,4,2,elo_margin,B16,13
B16NEVBC1NE,1545.606335255264,10,6,4,elo_margin,B16,14
B16NYCVA1GE,1523.1373356885153,5,3,2,elo_margin,B16,15
B16NEVBC4NE,1522.0555111515541,5,3,2,elo_margin,B16,16
B16HKJVB2NE,1512.4288368192415,5,3,2,elo_margin,B16,17
B16TACCU1GE,1509.6718723850406,5,3,2,elo_margin,B16,18
B16RRJVB3NE,1486.7689780863718,15,7,8,elo_margin,B16,19
B16PVJVB2NE,1469.4162696110616,9,5,4,elo_margin,B16,20
B16JHEAT1GE,1463.0885588812073,5,2,3,elo_margin,B16,21
B16NEVBC3NE,1441.6565276061956,5,2,3,elo_margin,B16,22
B16MVPVA1NE,1440.048912763994,10,3,7,elo_margin,B16,23
B16RRJVB1NE,1432.6894850987342,10,4,6,elo_margin,B16,24
B16SJVBC1NE,1427.6150289647433,5,1,4,elo_margin,B16,25
B16PVJVB1NE,1425.0732222904423,13,5,8,elo_margin,B16,26
B16LHVBC2NE,1421.7332101827233,14,5,9,elo_margin,B16,27
B16MVNER1NE,1414.2103124906123,7,2,5,elo_margin,B16,28
B16BVJVB1NE,1362.7255007692945,17,4,13,elo_margin,B16,29
B16BVJVB2NE,1331.0529787927721,15,3,12,elo_margin,B16,30
B16TTVBC1NE,1326.1310239376967,17,4,13,elo_margin,B16,31
B16MVPVA2NE,1313.7562998736562,10,1,9,elo_margin,B16,32
B16MCJVB2NE,1306.6507518629248,15,1,14,elo_margin,B16,33
